gene	length
CARHR260110	1989
CARHR276650	546
CARHR279600	812
CARHR146460	1133
CARHR272720	1027
CARHR070680	1518
CARHR086420	1922
CARHR036190	1314
CARHR084480	930
CARHR071370	246
CARHR184340	4499
CARHR133770	2780
CARHR138500	1164
CARHR035210	1146
CARHR132820	927
CARHR076680	3486
CARHR230850	936
CARHR015140	3107
CARHR137850	1128
CARHR070970	774
CARHR004640	1626
CARHR287020	1401
CARHR115020	2100
CARHR130080	552
CARHR000550	3747
CARHR008760	6473
CARHR071080	3210
CARHR175250	1465
CARHR174120	1105
CARHR052670	1878
CARHR277520	2479
CARHR102210	2447
CARHR205180	752
CARHR273450	195
CARHR085990	1978
CARHR133190	1293
CARHR204850	3136
CARHR008490	3096
CARHR088950	2586
CARHR129420	1593
CARHR042910	2512
CARHR205450	1291
CARHR089390	228
CARHR273180	528
CARHR023340	2160
CARHR097760	177
CARHR204580	1641
CARHR286370	1122
CARHR209750	1632
CARHR082420	1869
CARHR103230	1088
CARHR072850	2323
CARHR076530	1608
CARHR155630	1253
CARHR127470	1727
CARHR231810	1338
CARHR263550	390
CARHR131840	435
CARHR123360	669
CARHR159930	3433
CARHR204820	1593
CARHR283820	1391
CARHR284830	1416
CARHR170330	2955
CARHR271960	2355
CARHR177640	6843
CARHR150370	585
CARHR204320	3487
CARHR200660	2760
CARHR178920	2276
CARHR088040	1026
CARHR218450	756
CARHR090230	654
CARHR044070	1736
CARHR081190	3066
CARHR237220	3000
CARHR119860	2921
CARHR275930	1077
CARHR096960	1335
CARHR041750	1569
CARHR120120	2123
CARHR232540	777
CARHR077020	1320
CARHR002170	1060
CARHR065010	1470
CARHR036170	1041
CARHR287560	171
CARHR064760	2838
CARHR060220	711
CARHR033520	336
CARHR166820	939
CARHR226370	360
CARHR154270	693
CARHR280020	3709
CARHR094440	2562
CARHR248990	1455
CARHR285050	759
CARHR203310	429
CARHR195510	1083
CARHR282880	2019
CARHR212110	666
CARHR223630	3519
CARHR213640	759
CARHR069060	1808
CARHR193820	3895
CARHR176190	2356
CARHR217540	1450
CARHR293880	495
CARHR040400	3027
CARHR153130	3694
CARHR173010	3187
CARHR206360	1698
CARHR237910	1657
CARHR028840	2882
CARHR219490	1960
CARHR208930	4578
CARHR047750	867
CARHR152840	1230
CARHR266170	849
CARHR084400	621
CARHR213390	1134
CARHR118800	636
CARHR063750	492
CARHR239510	1278
CARHR283590	301
CARHR095310	2470
CARHR206090	1362
CARHR290280	3092
CARHR158710	228
CARHR029930	453
CARHR214230	1249
CARHR157720	987
CARHR063280	1017
CARHR018650	2207
CARHR104330	471
CARHR163500	360
CARHR214010	261
CARHR014370	1317
CARHR005250	453
CARHR043180	1737
CARHR230330	2037
CARHR283040	369
CARHR152260	942
CARHR241080	1311
CARHR215940	279
CARHR172760	396
CARHR176220	1083
CARHR052450	1560
CARHR257900	216
CARHR169480	1835
CARHR175750	2904
CARHR178100	2058
CARHR192880	1101
CARHR230150	606
CARHR244080	4358
CARHR276350	2142
CARHR242870	936
CARHR190030	3670
CARHR054850	873
CARHR062480	675
CARHR168680	1287
CARHR093250	3341
CARHR143170	1676
CARHR205840	783
CARHR042580	327
CARHR046000	915
CARHR053490	702
CARHR144180	666
CARHR186690	432
CARHR083750	276
CARHR160080	570
CARHR062150	3808
CARHR015420	893
CARHR112200	444
CARHR168530	3842
CARHR025170	750
CARHR179850	3273
CARHR180930	246
CARHR096150	3526
CARHR151760	1576
CARHR067500	1101
CARHR120950	1626
CARHR291620	828
CARHR189870	3301
CARHR066670	735
CARHR078830	483
CARHR236630	589
CARHR293710	1547
CARHR059230	699
CARHR126460	2283
CARHR294560	984
CARHR058710	1677
CARHR215050	870
CARHR231170	770
CARHR165100	2613
CARHR280810	759
CARHR048360	1149
CARHR210660	1888
CARHR211530	810
CARHR019210	1056
CARHR254760	1810
CARHR110560	2414
CARHR054140	1923
CARHR093920	1835
CARHR078530	1710
CARHR151180	1032
CARHR149920	2087
CARHR216620	1583
CARHR013740	1305
CARHR188580	1998
CARHR269250	1113
CARHR107890	213
CARHR249100	1832
CARHR121600	1464
CARHR048090	2122
CARHR097200	1935
CARHR045060	1495
CARHR268120	1062
CARHR263310	1380
CARHR075410	1673
CARHR044330	1131
CARHR051530	2341
CARHR180200	393
CARHR133260	2051
CARHR127730	630
CARHR119320	384
CARHR188050	267
CARHR246620	1646
CARHR059040	495
CARHR166450	528
CARHR011420	2021
CARHR081840	612
CARHR153850	390
CARHR017110	411
CARHR216080	1204
CARHR255410	2431
CARHR098910	1101
CARHR258620	474
CARHR021690	2301
CARHR244700	2571
CARHR192300	756
CARHR217970	2405
CARHR167410	1910
CARHR212250	784
CARHR051390	2121
CARHR029090	1413
CARHR105630	2488
CARHR101990	1437
CARHR185180	459
CARHR054630	1042
CARHR256260	1197
CARHR058390	1101
CARHR052840	573
CARHR056540	1674
CARHR021520	2345
CARHR102940	969
CARHR034320	603
CARHR118490	2090
CARHR184580	1557
CARHR146110	531
CARHR267340	1100
CARHR262190	258
CARHR202060	400
CARHR010460	3566
CARHR024340	1218
CARHR256190	1137
CARHR114690	607
CARHR191140	582
CARHR118140	1038
CARHR138070	2135
CARHR195650	1410
CARHR221440	3605
CARHR220710	363
CARHR168940	739
CARHR102360	903
CARHR150310	3313
CARHR201060	267
CARHR253010	585
CARHR057630	1111
CARHR052020	1332
CARHR244350	2638
CARHR115610	1830
CARHR109850	1593
CARHR144360	2064
CARHR266430	1895
CARHR023580	486
CARHR194010	840
CARHR261420	1473
CARHR027690	765
CARHR209510	1119
CARHR092640	2329
CARHR117340	417
CARHR142340	1188
CARHR035580	2265
CARHR076330	1686
CARHR143430	522
CARHR032050	543
CARHR088050	804
CARHR107460	657
CARHR087920	474
CARHR113000	1194
CARHR258790	3246
CARHR022180	2252
CARHR079310	525
CARHR170130	1652
CARHR006870	1155
CARHR206520	2517
CARHR216010	1916
CARHR067260	2915
CARHR248360	1755
CARHR177480	534
CARHR112350	3290
CARHR227150	2100
CARHR188340	2634
CARHR260770	885
CARHR258240	2016
CARHR170680	1238
CARHR068520	408
CARHR250090	3278
CARHR202420	621
CARHR251320	627
CARHR059900	1498
CARHR107280	1353
CARHR103900	447
CARHR222520	2401
CARHR108020	564
CARHR076800	318
CARHR197090	1485
CARHR036770	351
CARHR026250	231
CARHR262430	276
CARHR033720	2571
CARHR275480	1018
CARHR238000	1504
CARHR085380	285
CARHR269750	684
CARHR264100	3445
CARHR074400	465
CARHR038600	234
CARHR096450	345
CARHR132250	1016
CARHR128850	357
CARHR007470	1022
CARHR216110	411
CARHR080910	1107
CARHR223430	1425
CARHR259110	534
CARHR229650	2070
CARHR222380	594
CARHR226600	669
CARHR000840	598
CARHR285520	1368
CARHR132780	1004
CARHR084380	1171
CARHR274530	921
CARHR221870	2250
CARHR225550	828
CARHR265850	1608
CARHR271170	3794
CARHR037360	600
CARHR196320	816
CARHR261160	336
CARHR047510	1296
CARHR101500	225
CARHR239750	303
CARHR002560	1613
CARHR075750	831
CARHR263450	1017
CARHR124710	1558
CARHR271330	849
CARHR173560	906
CARHR109080	1482
CARHR039550	1414
CARHR031760	925
CARHR279100	3823
CARHR131780	249
CARHR140470	1667
CARHR033890	627
CARHR234250	2339
CARHR156040	1746
CARHR123940	1968
CARHR141700	2095
CARHR018490	758
CARHR014170	1519
CARHR148160	186
CARHR228520	348
CARHR271480	1810
CARHR128140	981
CARHR135940	2226
CARHR163070	3514
CARHR131250	536
CARHR031490	1521
CARHR224600	2616
CARHR134090	1155
CARHR139060	1182
CARHR176420	672
CARHR174800	2133
CARHR071120	1014
CARHR062420	816
CARHR221120	267
CARHR138330	4936
CARHR175190	2080
CARHR005720	1221
CARHR276590	2237
CARHR001030	186
CARHR125040	606
CARHR272680	930
CARHR172210	819
CARHR201300	1540
CARHR089920	249
CARHR111010	618
CARHR070340	896
CARHR178470	514
CARHR104270	426
CARHR279810	3238
CARHR093390	2660
CARHR108840	714
CARHR086670	1656
CARHR096310	1229
CARHR179560	2884
CARHR130120	1341
CARHR096110	780
CARHR094220	2064
CARHR076470	2703
CARHR126660	321
CARHR154280	429
CARHR122710	672
CARHR251740	468
CARHR133760	1035
CARHR060230	234
CARHR187630	1639
CARHR069580	2808
CARHR231370	2648
CARHR008510	4434
CARHR003760	1257
CARHR160860	1275
CARHR182730	240
CARHR007860	6349
CARHR110760	432
CARHR081540	4507
CARHR112760	1272
CARHR282250	405
CARHR291390	342
CARHR240270	1217
CARHR201870	2407
CARHR089210	426
CARHR000070	447
CARHR097040	1405
CARHR249740	2199
CARHR273220	2631
CARHR209650	2832
CARHR045260	1650
CARHR099220	1477
CARHR044130	174
CARHR218390	552
CARHR203430	534
CARHR274940	4964
CARHR127530	255
CARHR095570	1506
CARHR231990	1746
CARHR123440	1125
CARHR003180	477
CARHR154840	2952
CARHR120620	2398
CARHR019450	1104
CARHR236340	606
CARHR040300	7351
CARHR121970	1164
CARHR020630	486
CARHR095680	1443
CARHR155460	2236
CARHR208010	1006
CARHR080630	606
CARHR123190	396
CARHR045880	4285
CARHR159740	1344
CARHR192140	459
CARHR154590	303
CARHR145010	765
CARHR019980	2409
CARHR065600	1415
CARHR017460	282
CARHR233260	876
CARHR282920	590
CARHR161800	345
CARHR242650	231
CARHR271000	2217
CARHR013370	2314
CARHR188110	1050
CARHR001850	4209
CARHR202740	2394
CARHR246540	1327
CARHR120080	183
CARHR096880	225
CARHR069920	1146
CARHR236960	3377
CARHR058300	726
CARHR050930	1368
CARHR218640	789
CARHR190780	945
CARHR047650	1623
CARHR219510	1282
CARHR267100	1564
CARHR154330	801
CARHR060380	1144
CARHR048930	2966
CARHR094760	1542
CARHR150650	1903
CARHR161010	762
CARHR231440	1836
CARHR148420	1096
CARHR195490	3886
CARHR167250	4940
CARHR185960	531
CARHR229480	1824
CARHR029870	3465
CARHR245050	1572
CARHR125900	738
CARHR176860	1711
CARHR152650	717
CARHR010110	1434
CARHR162570	1215
CARHR245380	2265
CARHR288440	708
CARHR280270	2509
CARHR189240	4701
CARHR078200	1074
CARHR198170	1446
CARHR214930	507
CARHR158900	1419
CARHR064260	411
CARHR213050	714
CARHR052390	1599
CARHR056830	1762
CARHR257000	2047
CARHR153300	2404
CARHR097860	1401
CARHR173600	2996
CARHR206110	480
CARHR142100	1818
CARHR201460	714
CARHR052640	534
CARHR115070	501
CARHR157680	3623
CARHR253280	1405
CARHR191550	924
CARHR063120	333
CARHR167920	660
CARHR092330	408
CARHR113160	1320
CARHR043020	729
CARHR079150	939
CARHR062830	534
CARHR046210	3802
CARHR189930	3380
CARHR136140	1706
CARHR235080	1388
CARHR169560	1892
CARHR028830	1395
CARHR214200	1353
CARHR192920	1202
CARHR186220	454
CARHR156080	1634
CARHR068720	972
CARHR250250	1104
CARHR230100	1765
CARHR083440	767
CARHR004400	561
CARHR067710	627
CARHR235550	1497
CARHR210580	471
CARHR149130	447
CARHR178730	252
CARHR057870	558
CARHR197250	288
CARHR148990	1182
CARHR190200	2936
CARHR068890	600
CARHR145950	698
CARHR042770	360
CARHR107910	237
CARHR048110	2859
CARHR074640	2809
CARHR045740	966
CARHR269190	5906
CARHR144390	4035
CARHR183470	885
CARHR126340	1107
CARHR294480	423
CARHR112860	1551
CARHR211180	1641
CARHR058690	285
CARHR147070	1720
CARHR073140	1660
CARHR187570	177
CARHR151530	723
CARHR264470	6498
CARHR021220	3087
CARHR050090	408
CARHR260360	985
CARHR293100	2824
CARHR085230	4791
CARHR061710	2692
CARHR058520	345
CARHR196120	1161
CARHR161490	1374
CARHR034500	288
CARHR255330	2617
CARHR166640	330
CARHR252640	1158
CARHR016470	1038
CARHR243240	675
CARHR118810	249
CARHR099140	681
CARHR075590	1490
CARHR184170	321
CARHR117560	618
CARHR289270	1029
CARHR055110	1056
CARHR161140	564
CARHR101070	2203
CARHR105010	814
CARHR140670	2262
CARHR005850	1224
CARHR034280	4672
CARHR104750	5772
CARHR263120	579
CARHR095300	2977
CARHR263700	201
CARHR146630	261
CARHR076160	156
CARHR090140	1683
CARHR115840	264
CARHR037880	1679
CARHR119170	1474
CARHR139260	1338
CARHR133300	2479
CARHR138130	495
CARHR126150	504
CARHR149680	1104
CARHR184790	237
CARHR225820	588
CARHR017700	1097
CARHR258420	621
CARHR185220	351
CARHR199340	756
CARHR188820	3066
CARHR063820	672
CARHR253190	2514
CARHR198430	537
CARHR105400	1678
CARHR146090	558
CARHR127200	1275
CARHR029680	3905
CARHR139880	276
CARHR256010	3437
CARHR147940	390
CARHR131630	1390
CARHR114710	2107
CARHR102750	1211
CARHR123090	366
CARHR070770	2997
CARHR088500	1926
CARHR037260	1062
CARHR112000	1404
CARHR106270	12338
CARHR032930	1975
CARHR259770	411
CARHR182790	216
CARHR169280	1230
CARHR071450	2228
CARHR028480	3012
CARHR076100	3468
CARHR220500	3111
CARHR224880	2145
CARHR137370	1283
CARHR281810	4676
CARHR009910	243
CARHR106180	2538
CARHR024680	3657
CARHR077850	2893
CARHR008060	1353
CARHR182240	771
CARHR194190	1892
CARHR257760	967
CARHR209490	651
CARHR171450	4336
CARHR072370	1023
CARHR291980	951
CARHR250750	261
CARHR203630	894
CARHR287310	1396
CARHR167890	1442
CARHR023790	1236
CARHR194220	799
CARHR086190	537
CARHR204170	742
CARHR107580	2804
CARHR103000	798
CARHR027080	4890
CARHR087880	1238
CARHR170490	456
CARHR203180	1556
CARHR228750	648
CARHR039840	678
CARHR025790	1095
CARHR223080	1431
CARHR131430	1461
CARHR136420	1909
CARHR017920	669
CARHR107630	1647
CARHR159500	4290
CARHR027330	2751
CARHR263950	438
CARHR232330	672
CARHR258160	2115
CARHR211430	2205
CARHR287410	353
CARHR081830	663
CARHR086820	1818
CARHR073420	741
CARHR265460	930
CARHR025240	1399
CARHR037410	1161
CARHR202580	1609
CARHR286040	969
CARHR025320	1337
CARHR188250	390
CARHR226100	375
CARHR285220	444
CARHR108780	1472
CARHR197750	1302
CARHR040140	7992
CARHR284570	1935
CARHR047490	1788
CARHR275560	3859
CARHR177140	1758
CARHR045030	363
CARHR286590	441
CARHR130740	240
CARHR108250	186
CARHR248890	1419
CARHR262600	2555
CARHR100060	1985
CARHR152410	192
CARHR101330	876
CARHR067430	300
CARHR172530	643
CARHR234590	1633
CARHR238630	6187
CARHR033910	483
CARHR264730	225
CARHR229590	222
CARHR285480	2223
CARHR038030	3612
CARHR094690	2943
CARHR225450	519
CARHR132420	348
CARHR168010	1017
CARHR070190	3516
CARHR175980	1986
CARHR134110	450
CARHR139740	513
CARHR080870	1830
CARHR200030	3747
CARHR226810	1821
CARHR287880	533
CARHR213820	642
CARHR000650	1455
CARHR002240	4105
CARHR124690	1230
CARHR018860	216
CARHR148270	546
CARHR281060	1257
CARHR005020	1870
CARHR109120	1101
CARHR284680	971
CARHR070440	741
CARHR004370	963
CARHR192890	1281
CARHR179660	2765
CARHR172390	2284
CARHR171840	975
CARHR175540	1992
CARHR002790	1278
CARHR087060	2511
CARHR124520	651
CARHR206460	1583
CARHR083990	3568
CARHR031510	680
CARHR201110	465
CARHR219990	1107
CARHR169760	978
CARHR035670	393
CARHR133460	1038
CARHR014700	1353
CARHR121340	2194
CARHR239270	2430
CARHR271690	1762
CARHR005680	162
CARHR186020	825
CARHR039070	783
CARHR129110	1896
CARHR230740	864
CARHR164220	2326
CARHR220970	1365
CARHR013950	740
CARHR235710	2127
CARHR071710	3761
CARHR292470	951
CARHR018130	909
CARHR178530	565
CARHR003680	1372
CARHR041950	3050
CARHR286860	2298
CARHR082110	1462
CARHR241460	1527
CARHR186790	808
CARHR174630	1226
CARHR001260	681
CARHR054400	321
CARHR096290	1134
CARHR046450	1817
CARHR004080	3165
CARHR059630	1691
CARHR008300	3042
CARHR045180	2063
CARHR246850	4951
CARHR003530	2531
CARHR111600	1125
CARHR126580	1282
CARHR283330	328
CARHR015070	1717
CARHR170820	1086
CARHR140900	1056
CARHR187770	189
CARHR272340	3210
CARHR205340	1546
CARHR151330	195
CARHR048460	318
CARHR097650	1007
CARHR097400	3901
CARHR204430	4099
CARHR270270	1071
CARHR021020	2338
CARHR038850	1317
CARHR129800	2839
CARHR248460	237
CARHR090920	834
CARHR044580	577
CARHR240330	3246
CARHR237710	1080
CARHR290830	1349
CARHR127180	1125
CARHR000130	2060
CARHR255130	808
CARHR021790	1416
CARHR082800	1038
CARHR252480	273
CARHR016670	2246
CARHR211960	513
CARHR099380	2965
CARHR012700	840
CARHR161300	924
CARHR289070	845
CARHR255680	1359
CARHR094660	894
CARHR044790	1076
CARHR050870	4572
CARHR243730	952
CARHR218560	375
CARHR191370	465
CARHR020770	417
CARHR110260	1406
CARHR247020	477
CARHR195860	558
CARHR151800	276
CARHR095720	1068
CARHR119770	729
CARHR123250	611
CARHR208190	1171
CARHR181320	1347
CARHR141830	453
CARHR148380	4042
CARHR153400	742
CARHR012680	1178
CARHR117600	195
CARHR074260	495
CARHR186800	1360
CARHR290160	666
CARHR208220	996
CARHR083320	1084
CARHR064870	1429
CARHR010630	4211
CARHR069880	2184
CARHR292990	3261
CARHR012420	639
CARHR080400	354
CARHR166330	627
CARHR199100	3531
CARHR011940	1388
CARHR195280	5756
CARHR179320	249
CARHR180800	1904
CARHR190420	14121
CARHR065470	858
CARHR212680	1763
CARHR149380	4014
CARHR289920	505
CARHR287650	1194
CARHR158000	3020
CARHR029440	546
CARHR282300	282
CARHR192480	2732
CARHR069770	696
CARHR289390	660
CARHR056110	532
CARHR102510	201
CARHR195130	5998
CARHR244820	369
CARHR057240	204
CARHR241850	2277
CARHR212530	828
CARHR051830	1080
CARHR112640	519
CARHR140310	816
CARHR152750	408
CARHR267710	3780
CARHR256560	237
CARHR162630	2226
CARHR116550	729
CARHR010090	2934
CARHR091720	1023
CARHR213480	609
CARHR148650	2712
CARHR115240	1588
CARHR260940	3153
CARHR078320	687
CARHR149520	1155
CARHR137170	405
CARHR142710	901
CARHR017660	1758
CARHR199080	3080
CARHR093760	948
CARHR193990	3006
CARHR060640	1704
CARHR245190	870
CARHR182000	879
CARHR182230	1032
CARHR078430	426
CARHR063590	855
CARHR253420	966
CARHR156120	558
CARHR062640	528
CARHR015910	525
CARHR250190	1028
CARHR052560	1005
CARHR093490	762
CARHR067030	3147
CARHR147290	700
CARHR266040	1011
CARHR194420	309
CARHR257210	1614
CARHR144920	867
CARHR274010	537
CARHR068910	993
CARHR058220	2774
CARHR247840	495
CARHR259360	946
CARHR143040	1253
CARHR147740	3045
CARHR098710	1426
CARHR210170	1407
CARHR195040	270
CARHR072170	549
CARHR043610	354
CARHR049470	390
CARHR077520	1560
CARHR151470	1281
CARHR265660	309
CARHR215060	1955
CARHR182910	2143
CARHR261710	198
CARHR067690	1500
CARHR269540	234
CARHR036370	1332
CARHR057930	842
CARHR066340	1805
CARHR197190	1233
CARHR223860	994
CARHR180510	252
CARHR061690	1008
CARHR004560	1017
CARHR006150	957
CARHR275760	1953
CARHR067960	306
CARHR210790	390
CARHR059570	16458
CARHR242300	1995
CARHR114170	261
CARHR160170	1528
CARHR211220	2278
CARHR278220	291
CARHR100260	4401
CARHR216790	234
CARHR101130	303
CARHR162060	408
CARHR264530	2366
CARHR048700	5109
CARHR260440	2692
CARHR078980	1518
CARHR268630	1086
CARHR128400	402
CARHR075960	357
CARHR216240	492
CARHR262970	681
CARHR125630	1722
CARHR139180	2709
CARHR140820	1116
CARHR074380	633
CARHR022850	288
CARHR084770	969
CARHR260190	1596
CARHR100880	921
CARHR020980	1659
CARHR065860	2940
CARHR061520	5015
CARHR048310	1632
CARHR141950	3021
CARHR243040	2861
CARHR222800	2212
CARHR130370	1202
CARHR263080	462
CARHR138580	3068
CARHR075380	2722
CARHR173930	1229
CARHR212940	792
CARHR051480	762
CARHR055300	270
CARHR102650	1074
CARHR056650	984
CARHR179440	1353
CARHR113250	288
CARHR030910	2549
CARHR075030	1752
CARHR083200	1818
CARHR031060	348
CARHR051150	2710
CARHR224250	1638
CARHR089060	267
CARHR266900	1236
CARHR085910	2446
CARHR133110	1215
CARHR034740	555
CARHR221570	1911
CARHR209860	1488
CARHR025850	945
CARHR035290	777
CARHR076600	837
CARHR185070	642
CARHR029160	1134
CARHR009270	1985
CARHR138460	327
CARHR003330	576
CARHR087450	2838
CARHR171390	978
CARHR175830	533
CARHR108430	933
CARHR262020	2239
CARHR256600	972
CARHR085360	3784
CARHR205100	1398
CARHR209280	630
CARHR171640	714
CARHR200550	1312
CARHR088330	561
CARHR103580	1362
CARHR224920	951
CARHR009890	1176
CARHR148570	1191
CARHR077950	288
CARHR106020	1191
CARHR143900	2079
CARHR032740	2176
CARHR209130	5039
CARHR232270	4065
CARHR103210	258
CARHR041590	243
CARHR063200	2580
CARHR022070	1071
CARHR036240	2282
CARHR281600	876
CARHR081110	1533
CARHR109740	2073
CARHR287290	2155
CARHR128000	862
CARHR124580	613
CARHR231890	972
CARHR214090	426
CARHR027900	829
CARHR263630	952
CARHR007360	2161
CARHR004940	618
CARHR170510	2437
CARHR174870	2790
CARHR156230	1452
CARHR223320	1035
CARHR202950	654
CARHR041420	2485
CARHR107770	2280
CARHR248910	1800
CARHR153640	1269
CARHR100740	411
CARHR203390	651
CARHR265340	588
CARHR039650	1368
CARHR277860	3760
CARHR219760	989
CARHR047860	1479
CARHR208420	2259
CARHR033030	477
CARHR080240	1496
CARHR037590	573
CARHR154140	4647
CARHR159310	1472
CARHR040480	1902
CARHR239840	1569
CARHR124220	1401
CARHR173090	585
CARHR113360	1059
CARHR237990	2352
CARHR070130	4102
CARHR001400	1638
CARHR025310	533
CARHR085140	579
CARHR069570	1587
CARHR234940	396
CARHR162320	831
CARHR286650	1650
CARHR288230	234
CARHR133940	3385
CARHR163050	258
CARHR225640	1599
CARHR135470	1491
CARHR283510	645
CARHR284720	936
CARHR290200	1560
CARHR047280	477
CARHR152590	183
CARHR272560	498
CARHR176110	489
CARHR222140	1257
CARHR207670	582
CARHR218960	153
CARHR047130	228
CARHR080930	3517
CARHR125570	1500
CARHR201630	926
CARHR238460	567
CARHR000750	1665
CARHR270840	201
CARHR118880	1980
CARHR038260	984
CARHR084230	2316
CARHR030070	207
CARHR239590	1602
CARHR279520	4138
CARHR031300	1641
CARHR012920	555
CARHR168600	930
CARHR164580	2153
CARHR134700	2826
CARHR179580	495
CARHR042500	3042
CARHR005620	2039
CARHR291150	1356
CARHR002450	2382
CARHR163580	1649
CARHR164050	2167
CARHR215320	2879
CARHR198020	564
CARHR058020	516
CARHR214320	3057
CARHR282390	207
CARHR004120	2811
CARHR176800	177
CARHR231460	1044
CARHR280720	2509
CARHR191920	3140
CARHR239330	3044
CARHR200940	1593
CARHR178180	3608
CARHR039130	183
CARHR271710	1901
CARHR110870	1869
CARHR054230	2712
CARHR145500	507
CARHR174400	1584
CARHR096480	1963
CARHR049670	273
CARHR277000	1670
CARHR280890	2434
CARHR089500	1865
CARHR041850	2013
CARHR249270	1941
CARHR014510	1807
CARHR045570	3302
CARHR183220	540
CARHR186610	978
CARHR156450	2640
CARHR129300	2575
CARHR180750	2102
CARHR096730	1287
CARHR127220	2546
CARHR165860	1229
CARHR079520	2188
CARHR059770	1767
CARHR235900	1261
CARHR188500	1413
CARHR169260	354
CARHR003470	3853
CARHR249180	780
CARHR121680	678
CARHR011350	1023
CARHR150850	2502
CARHR019160	705
CARHR082300	423
CARHR160770	1830
CARHR293790	1061
CARHR254450	2580
CARHR165720	2747
CARHR155370	501
CARHR193380	3254
CARHR045390	207
CARHR244250	406
CARHR252850	933
CARHR094390	2601
CARHR111470	1749
CARHR126790	987
CARHR019290	2352
CARHR090880	1189
CARHR044620	749
CARHR248580	1071
CARHR122080	1898
CARHR255490	1168
CARHR116840	804
CARHR098990	2162
CARHR120790	621
CARHR021610	3584
CARHR269830	279
CARHR181480	228
CARHR244780	1095
CARHR192380	3735
CARHR111250	2785
