# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrD.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam
TraesCS3D02G297500	chr3D	410991961	410993281	+	1321	0
TraesCS3D02G297600	chr3D	411001863	411005347	-	3485	0
TraesCS3D02G297700	chr3D	411072760	411079186	-	6427	6
TraesCS3D02G297800	chr3D	411434691	411455454	-	20764	0
TraesCS3D02G297900	chr3D	411616229	411637228	-	21000	0
TraesCS3D02G298000	chr3D	412086188	412090485	+	4298	0
TraesCS3D02G298100	chr3D	412090568	412091741	-	1174	0
TraesCS3D02G298200	chr3D	412093841	412099252	-	5412	10
TraesCS3D02G298300	chr3D	412354569	412356808	-	2240	3
TraesCS3D02G298400	chr3D	412357007	412365151	-	8145	6
TraesCS3D02G298500	chr3D	412777968	412779681	-	1714	0
TraesCS3D02G298600	chr3D	412783488	412786395	-	2908	21
TraesCS3D02G298700	chr3D	412822842	412827782	-	4941	52
TraesCS3D02G298800	chr3D	412828008	412835724	+	7717	2
TraesCS3D02G298900	chr3D	413675020	413678583	-	3564	50
TraesCS3D02G299000	chr3D	414159443	414164582	-	5140	39
TraesCS3D02G299100	chr3D	414366936	414373965	+	7030	0
TraesCS3D02G299200	chr3D	414375453	414379904	+	4452	35
TraesCS3D02G299300	chr3D	414626005	414628797	-	2793	0
TraesCS3D02G299400	chr3D	414628936	414631827	+	2892	0
TraesCS3D02G299500	chr3D	414632186	414636500	+	4315	0
TraesCS3D02G299600	chr3D	414635756	414638112	-	2357	0
TraesCS3D02G299700	chr3D	414638646	414641978	-	3333	31
TraesCS3D02G299800	chr3D	414642803	414649924	-	7122	0
TraesCS3D02G299900	chr3D	414765433	414769380	-	3948	82
TraesCS3D02G300000	chr3D	414904670	414909360	+	4691	1
TraesCS3D02G300100	chr3D	414908466	414910238	-	1773	0
TraesCS3D02G300200	chr3D	414911638	414915994	-	4357	23
TraesCS3D02G300300	chr3D	415154537	415160056	-	5520	0
TraesCS3D02G300400	chr3D	415163086	415164304	-	1219	0
TraesCS3D02G300500	chr3D	415164819	415170173	+	5355	0
TraesCS3D02G300600	chr3D	415533900	415538337	+	4438	0
TraesCS3D02G300700	chr3D	415537706	415542761	-	5056	210
TraesCS3D02G300800	chr3D	415543087	415545544	-	2458	0
TraesCS3D02G300900	chr3D	415578055	415582561	-	4507	1
TraesCS3D02G301000	chr3D	415630461	415645605	+	15145	0
TraesCS3D02G301100	chr3D	415645099	415647836	-	2738	1
TraesCS3D02G301200	chr3D	415651499	415655366	-	3868	0
TraesCS3D02G301300	chr3D	415660100	415662082	-	1983	0
TraesCS3D02G301400	chr3D	415680109	415684129	-	4021	0
TraesCS3D02G301500	chr3D	415715345	415717539	-	2195	0
TraesCS3D02G301600	chr3D	415976111	415979200	-	3090	0
TraesCS3D02G301700	chr3D	415999564	416000836	+	1273	0
TraesCS3D02G301800	chr3D	416191546	416193395	-	1850	0
TraesCS3D02G301900	chr3D	416197469	416199212	-	1744	0
TraesCS3D02G302000	chr3D	416211003	416216407	+	5405	0
TraesCS3D02G302100	chr3D	416562031	416564332	+	2302	0
TraesCS3D02G302200	chr3D	416575358	416577526	+	2169	0
TraesCS3D02G302300	chr3D	417158699	417164429	-	5731	13
TraesCS3D02G302400	chr3D	417201566	417209276	-	7711	5
TraesCS3D02G302500	chr3D	417210646	417217995	-	7350	11
TraesCS3D02G302600	chr3D	417376123	417380631	-	4509	0
TraesCS3D02G302700	chr3D	417422929	417426730	+	3802	17
TraesCS3D02G302800	chr3D	417499016	417510977	+	11962	0
TraesCS3D02G302900	chr3D	417737897	417742772	+	4876	112
TraesCS3D02G303000	chr3D	418101329	418105103	+	3775	0
TraesCS3D02G303100	chr3D	418105782	418108197	-	2416	0
TraesCS3D02G303200	chr3D	418214566	418220128	+	5563	0
TraesCS3D02G303300	chr3D	418230819	418236258	+	5440	0
TraesCS3D02G303400	chr3D	418235744	418238443	-	2700	0
TraesCS3D02G303500	chr3D	418381491	418383288	-	1798	0
TraesCS3D02G303600	chr3D	418388329	418397905	+	9577	0
TraesCS3D02G303700	chr3D	418404200	418411943	+	7744	0
TraesCS3D02G303800	chr3D	418409444	418410776	-	1333	0
TraesCS3D02G303900	chr3D	418416313	418418550	-	2238	0
TraesCS3D02G304000	chr3D	418481279	418482626	-	1348	0
TraesCS3D02G304100	chr3D	418704182	418705619	-	1438	0
TraesCS3D02G304200	chr3D	418706118	418707588	+	1471	0
TraesCS3D02G304300	chr3D	418709428	418712394	-	2967	0
TraesCS3D02G304400	chr3D	418718012	418721024	+	3013	0
TraesCS3D02G304500	chr3D	418722461	418725715	+	3255	0
TraesCS3D02G304600	chr3D	418727262	418732471	+	5210	0
TraesCS3D02G304700	chr3D	418763734	418771658	+	7925	0
TraesCS3D02G304800	chr3D	418776546	418784835	+	8290	1
TraesCS3D02G304900	chr3D	418781594	418787008	-	5415	0
TraesCS3D02G305000	chr3D	418875636	418878106	+	2471	0
TraesCS3D02G305100	chr3D	418890936	418893404	+	2469	0
TraesCS3D02G305200	chr3D	419386553	419388869	+	2317	0
TraesCS3D02G305300	chr3D	419463863	419466319	+	2457	0
TraesCS3D02G305400	chr3D	419515381	419517959	+	2579	0
TraesCS3D02G305500	chr3D	419559948	419562743	+	2796	0
TraesCS3D02G305600	chr3D	419586044	419588897	-	2854	0
TraesCS3D02G305700	chr3D	419633464	419635634	-	2171	0
TraesCS3D02G305800	chr3D	419637195	419638896	-	1702	0
TraesCS3D02G305900	chr3D	419872627	419875773	-	3147	0
TraesCS3D02G306000	chr3D	419876002	419881968	-	5967	5
TraesCS3D02G306100	chr3D	419892980	419895548	-	2569	0
TraesCS3D02G306200	chr3D	419903239	419907041	-	3803	7
TraesCS3D02G306300	chr3D	419907336	419909028	+	1693	0
TraesCS3D02G306400	chr3D	420357033	420359285	+	2253	0
TraesCS3D02G306500	chr3D	420359424	420360959	+	1536	0
TraesCS3D02G306600	chr3D	420449885	420451881	-	1997	0
TraesCS3D02G306700	chr3D	420461133	420467469	-	6337	0
TraesCS3D02G306800	chr3D	420467600	420473873	-	6274	0
TraesCS3D02G306900	chr3D	420484608	420486622	+	2015	0
TraesCS3D02G307000	chr3D	420486564	420488145	-	1582	0
TraesCS3D02G307100	chr3D	420802361	420824200	-	21840	13
TraesCS3D02G307200	chr3D	421289206	421290784	-	1579	0
TraesCS3D02G307300	chr3D	421291102	421292845	+	1744	0
TraesCS3D02G307400	chr3D	421312495	421314073	-	1579	0
TraesCS3D02G307500	chr3D	421314397	421315185	+	789	0
TraesCS3D02G307600	chr3D	421315095	421320018	-	4924	0
TraesCS3D02G307700	chr3D	421369336	421377092	-	7757	5
TraesCS3D02G307800	chr3D	421657876	421662368	+	4493	0
TraesCS3D02G307900	chr3D	421663409	421666515	+	3107	0
TraesCS3D02G308000	chr3D	421666515	421668642	+	2128	0
TraesCS3D02G308100	chr3D	422035085	422039224	+	4140	33
TraesCS3D02G308200	chr3D	422059607	422062432	-	2826	0
TraesCS3D02G308300	chr3D	422409457	422410870	+	1414	0
TraesCS3D02G308400	chr3D	422470433	422481229	+	10797	22
TraesCS3D02G308500	chr3D	422511504	422550301	+	38798	1
TraesCS3D02G308600	chr3D	422550667	422554331	+	3665	9
TraesCS3D02G308700	chr3D	422647345	422651294	+	3950	0
TraesCS3D02G308800	chr3D	422657506	422660800	-	3295	0
TraesCS3D02G308900	chr3D	422728366	422731524	-	3159	0
TraesCS3D02G309000	chr3D	422946102	422955943	+	9842	0
TraesCS3D02G309100	chr3D	422955391	422961701	-	6311	0
TraesCS3D02G309200	chr3D	423011429	423017590	+	6162	0
TraesCS3D02G309300	chr3D	423377361	423390358	+	12998	27
TraesCS3D02G309400	chr3D	423388319	423390159	-	1841	1135
TraesCS3D02G309500	chr3D	423834858	423837002	+	2145	0
TraesCS3D02G309600	chr3D	423842745	423847737	-	4993	0
TraesCS3D02G309700	chr3D	423851696	423858594	-	6899	47
TraesCS3D02G309800	chr3D	424000121	424002598	-	2478	0
TraesCS3D02G309900	chr3D	424007810	424012480	+	4671	0
TraesCS3D02G310000	chr3D	424012318	424022941	-	10624	10
TraesCS3D02G310100	chr3D	424343246	424347408	-	4163	0
TraesCS3D02G310200	chr3D	424348539	424353886	-	5348	13
TraesCS3D02G310300	chr3D	424649829	424653569	-	3741	5
TraesCS3D02G310400	chr3D	424655384	424657103	+	1720	0
TraesCS3D02G310500	chr3D	424656758	424661784	-	5027	20
TraesCS3D02G310600	chr3D	424887472	424894373	+	6902	0
TraesCS3D02G310700	chr3D	425118745	425121546	+	2802	0
TraesCS3D02G310800	chr3D	425143880	425146746	+	2867	0
TraesCS3D02G310900	chr3D	425150414	425152271	-	1858	0
TraesCS3D02G311000	chr3D	425154043	425159389	-	5347	1
TraesCS3D02G311100	chr3D	425564832	425569211	+	4380	0
TraesCS3D02G311200	chr3D	425997667	426000167	-	2501	0
TraesCS3D02G311300	chr3D	426047190	426050402	+	3213	0
TraesCS3D02G311400	chr3D	426069422	426078099	-	8678	0
TraesCS3D02G311500	chr3D	426160783	426167432	-	6650	1
TraesCS3D02G311600	chr3D	426441198	426443793	+	2596	0
TraesCS3D02G311700	chr3D	426447741	426454987	-	7247	34
TraesCS3D02G311800	chr3D	426478374	426486711	-	8338	3
TraesCS3D02G311900	chr3D	426489527	426491626	-	2100	0
TraesCS3D02G312000	chr3D	426587447	426592858	-	5412	26
TraesCS3D02G312100	chr3D	426843817	426845398	+	1582	0
TraesCS3D02G312200	chr3D	426845379	426880464	-	35086	0
TraesCS3D02G312300	chr3D	426881857	426886638	-	4782	0
TraesCS3D02G312400	chr3D	426924735	426926181	+	1447	0
TraesCS3D02G312500	chr3D	426932130	426935648	+	3519	0
TraesCS3D02G312600	chr3D	427055232	427056450	-	1219	0
TraesCS3D02G312700	chr3D	427080538	427082182	-	1645	0
TraesCS3D02G312800	chr3D	427209910	427218069	+	8160	0
TraesCS3D02G312900	chr3D	427218069	427229269	+	11201	18
TraesCS3D02G313000	chr3D	427226906	427228148	-	1243	0
TraesCS3D02G313100	chr3D	427278593	427280550	-	1958	0
TraesCS3D02G313200	chr3D	427283479	427285326	-	1848	0
TraesCS3D02G313300	chr3D	427287473	427289305	-	1833	0
TraesCS3D02G313400	chr3D	427292787	427295096	-	2310	0
TraesCS3D02G313500	chr3D	427445542	427447952	+	2411	0
TraesCS3D02G313600	chr3D	427447864	427458631	-	10768	59
TraesCS3D02G313700	chr3D	427630218	427632033	-	1816	0
TraesCS3D02G313800	chr3D	427802782	427811123	+	8342	0
TraesCS3D02G313900	chr3D	427811123	427816375	+	5253	90
TraesCS3D02G314000	chr3D	427816220	427819581	-	3362	0
TraesCS3D02G314100	chr3D	428111794	428116975	-	5182	0
TraesCS3D02G314200	chr3D	428240946	428242870	+	1925	11
TraesCS3D02G314300	chr3D	428244520	428251135	+	6616	0
TraesCS3D02G314400	chr3D	428252643	428256259	+	3617	0
TraesCS3D02G314500	chr3D	428255762	428259920	-	4159	5
TraesCS3D02G314600	chr3D	428463713	428471628	+	7916	0
TraesCS3D02G314700	chr3D	428512724	428518566	+	5843	0
TraesCS3D02G314800	chr3D	428518128	428521881	-	3754	0
TraesCS3D02G314900	chr3D	428531439	428533987	-	2549	0
TraesCS3D02G315000	chr3D	428760843	428765370	-	4528	0
TraesCS3D02G315100	chr3D	428892692	428894608	-	1917	0
TraesCS3D02G315200	chr3D	428968013	428974046	+	6034	0
TraesCS3D02G315300	chr3D	428992996	428994373	-	1378	0
TraesCS3D02G315400	chr3D	429042817	429044231	-	1415	0
TraesCS3D02G315500	chr3D	429084177	429085783	-	1607	0
TraesCS3D02G315600	chr3D	429094780	429098072	+	3293	0
TraesCS3D02G315700	chr3D	429098389	429106017	-	7629	20
TraesCS3D02G315800	chr3D	429298350	429302077	-	3728	0
TraesCS3D02G315900	chr3D	429302584	429308740	-	6157	65
TraesCS3D02G316000	chr3D	429595226	429598773	+	3548	16
TraesCS3D02G316100	chr3D	429598622	429599108	-	487	0
TraesCS3D02G316200	chr3D	429606417	429612109	-	5693	0
TraesCS3D02G316300	chr3D	429623751	429625476	+	1726	0
TraesCS3D02G316400	chr3D	429629989	429635118	+	5130	0
TraesCS3D02G316500	chr3D	429637289	429638682	+	1394	0
TraesCS3D02G316600	chr3D	429647452	429649203	+	1752	0
TraesCS3D02G316700	chr3D	429723986	429729425	+	5440	0
TraesCS3D02G316800	chr3D	429786592	429792081	+	5490	0
TraesCS3D02G316900	chr3D	429909428	429921435	+	12008	0
TraesCS3D02G317000	chr3D	430050266	430054556	+	4291	0
TraesCS3D02G317200	chr3D	430146740	430150491	+	3752	0
TraesCS3D02G317300	chr3D	430149799	430159058	-	9260	4
TraesCS3D02G317400	chr3D	430344194	430348172	+	3979	64
TraesCS3D02G317500	chr3D	430357870	430360982	-	3113	0
TraesCS3D02G317600	chr3D	431283225	431286750	-	3526	0
TraesCS3D02G317657	chr3D	431448439	431450623	+	2185	0
TraesCS3D02G317700	chr3D	431627837	431630611	+	2775	0
TraesCS3D02G317800	chr3D	431831906	431834882	+	2977	0
TraesCS3D02G317900	chr3D	431838051	431841718	-	3668	0
TraesCS3D02G318000	chr3D	432018495	432020879	-	2385	0
TraesCS3D02G318100	chr3D	432022777	432028442	-	5666	27
TraesCS3D02G318200	chr3D	432028583	432035373	-	6791	0
TraesCS3D02G318400	chr3D	432133584	432138222	+	4639	0
TraesCS3D02G318500	chr3D	432138867	432141698	-	2832	19
TraesCS3D02G318600	chr3D	432513100	432515516	+	2417	2
TraesCS3D02G318700	chr3D	432536500	432538321	+	1822	0
TraesCS3D02G318800	chr3D	432540224	432544105	+	3882	0
TraesCS3D02G319000	chr3D	432545647	432550727	-	5081	0
TraesCS3D02G319100	chr3D	433129318	433131850	+	2533	0
TraesCS3D02G319200	chr3D	433133321	433139257	+	5937	0
TraesCS3D02G319300	chr3D	433138834	433142444	-	3611	0
TraesCS3D02G319400	chr3D	433188189	433194162	-	5974	0
TraesCS3D02G319500	chr3D	433306807	433311901	-	5095	0
TraesCS3D02G319600	chr3D	433313364	433319214	-	5851	0
TraesCS3D02G319700	chr3D	433319350	433323850	-	4501	0
TraesCS3D02G319800	chr3D	433414225	433417206	+	2982	0
TraesCS3D02G319900	chr3D	433421376	433423545	+	2170	0
TraesCS3D02G320000	chr3D	433434323	433442785	-	8463	22
TraesCS3D02G320100	chr3D	433502472	433503774	-	1303	0
TraesCS3D02G320200	chr3D	433510926	433512421	-	1496	0
TraesCS3D02G320300	chr3D	433540687	433542007	-	1321	0
TraesCS3D02G320400	chr3D	433552635	433554378	-	1744	0
TraesCS3D02G320500	chr3D	433613224	433617444	+	4221	0
TraesCS3D02G320600	chr3D	433728345	433732199	-	3855	196
TraesCS3D02G320700	chr3D	433740330	433745280	+	4951	15
TraesCS3D02G320800	chr3D	433748023	433749244	+	1222	0
TraesCS3D02G320900	chr3D	433763774	433764989	+	1216	0
TraesCS3D02G321000	chr3D	433823245	433824439	+	1195	0
TraesCS3D02G321100	chr3D	433824570	433827127	-	2558	0
TraesCS3D02G321200	chr3D	434022798	434026205	+	3408	2
TraesCS3D02G321300	chr3D	434024102	434030174	-	6073	0
TraesCS3D02G321400	chr3D	434045484	434052990	-	7507	0
TraesCS3D02G321500	chr3D	434210827	434212962	+	2136	89
TraesCS3D02G321700	chr3D	434895749	434897979	+	2231	9
TraesCS3D02G321800	chr3D	434957298	434962435	+	5138	0
TraesCS3D02G321900	chr3D	435120854	435127450	+	6597	25
TraesCS3D02G322000	chr3D	435127450	435129545	+	2096	1
TraesCS3D02G322100	chr3D	435290146	435291745	-	1600	0
TraesCS3D02G322200	chr3D	435291745	435297150	-	5406	0
TraesCS3D02G322300	chr3D	435295486	435297535	+	2050	0
TraesCS3D02G322400	chr3D	435296883	435299421	-	2539	0
TraesCS3D02G322500	chr3D	435336501	435339469	+	2969	0
TraesCS3D02G322600	chr3D	435443819	435447279	+	3461	54
TraesCS3D02G322700	chr3D	435645536	435649887	+	4352	0
TraesCS3D02G322800	chr3D	435660593	435663914	-	3322	7
TraesCS3D02G322900	chr3D	435679729	435685319	-	5591	0
TraesCS3D02G323000	chr3D	435699568	435702417	+	2850	0
TraesCS3D02G323100	chr3D	435702417	435708320	+	5904	0
TraesCS3D02G323200	chr3D	436044502	436046181	+	1680	0
TraesCS3D02G323300	chr3D	436163717	436165408	+	1692	0
TraesCS3D02G323400	chr3D	436176402	436178893	+	2492	0
TraesCS3D02G323500	chr3D	436178679	436180188	-	1510	0
TraesCS3D02G323600	chr3D	436642414	436646563	+	4150	0
TraesCS3D02G323700	chr3D	436648479	436654877	+	6399	9
TraesCS3D02G323800	chr3D	436673617	436678083	-	4467	0
TraesCS3D02G323900	chr3D	437024825	437027952	-	3128	0
TraesCS3D02G324000	chr3D	437213820	437218809	-	4990	0
TraesCS3D02G324100	chr3D	437354637	437358600	-	3964	1
TraesCS3D02G324200	chr3D	437475014	437477329	+	2316	0
TraesCS3D02G324300	chr3D	437487153	437489188	+	2036	0
TraesCS3D02G324400	chr3D	437489188	437495715	+	6528	1
TraesCS3D02G324500	chr3D	437493436	437494903	-	1468	0
TraesCS3D02G324600	chr3D	437669529	437671615	+	2087	0
TraesCS3D02G324700	chr3D	437671615	437675115	+	3501	0
TraesCS3D02G324800	chr3D	437731785	437735103	-	3319	0
TraesCS3D02G325000	chr3D	437777274	437779428	-	2155	0
TraesCS3D02G325100	chr3D	437966538	437968959	+	2422	31
TraesCS3D02G325200	chr3D	438046974	438050100	+	3127	0
TraesCS3D02G325300	chr3D	438060688	438063658	+	2971	0
TraesCS3D02G325400	chr3D	438263168	438266378	-	3211	0
TraesCS3D02G325500	chr3D	438434589	438437560	+	2972	1
TraesCS3D02G325600	chr3D	438438050	438440873	+	2824	0
TraesCS3D02G325700	chr3D	438440970	438443095	+	2126	0
TraesCS3D02G325800	chr3D	438442931	438445522	-	2592	6
TraesCS3D02G325900	chr3D	438468592	438470664	-	2073	3
TraesCS3D02G326000	chr3D	438470664	438470947	-	284	0
TraesCS3D02G326100	chr3D	438470888	438473203	+	2316	3
TraesCS3D02G326200	chr3D	438542807	438545535	+	2729	41
TraesCS3D02G326300	chr3D	438566512	438570089	+	3578	0
TraesCS3D02G326400	chr3D	438569101	438571254	-	2154	0
TraesCS3D02G326500	chr3D	438602747	438604264	-	1518	0
TraesCS3D02G326600	chr3D	438606355	438610348	-	3994	0
TraesCS3D02G326700	chr3D	438615175	438623766	-	8592	84
TraesCS3D02G326800	chr3D	438640127	438643688	-	3562	18
TraesCS3D02G326900	chr3D	438941134	438945895	+	4762	25
TraesCS3D02G327000	chr3D	438943845	438947969	-	4125	0
TraesCS3D02G327100	chr3D	439523219	439527377	-	4159	0
TraesCS3D02G327200	chr3D	439632714	439634705	+	1992	0
TraesCS3D02G327300	chr3D	439661602	439667138	-	5537	0
TraesCS3D02G327400	chr3D	439667138	439671357	-	4220	0
TraesCS3D02G327500	chr3D	439673623	439677492	+	3870	8
TraesCS3D02G327600	chr3D	439676986	439683178	-	6193	0
TraesCS3D02G327700	chr3D	439838218	439842306	+	4089	0
TraesCS3D02G327800	chr3D	441124161	441128460	+	4300	60
TraesCS3D02G327900	chr3D	441128460	441131917	+	3458	0
TraesCS3D02G328000	chr3D	441131579	441136244	-	4666	29
TraesCS3D02G328100	chr3D	441136244	441140935	-	4692	43
TraesCS3D02G328200	chr3D	441141115	441144919	+	3805	0
TraesCS3D02G328300	chr3D	441144919	441150482	+	5564	61
TraesCS3D02G328400	chr3D	441172587	441180349	-	7763	5
TraesCS3D02G328500	chr3D	441181128	441194534	-	13407	0
TraesCS3D02G328600	chr3D	441246313	441247573	+	1261	0
TraesCS3D02G328700	chr3D	441249402	441256449	-	7048	0
TraesCS3D02G328800	chr3D	441256973	441264757	-	7785	0
TraesCS3D02G328900	chr3D	441568410	441575054	-	6645	0
TraesCS3D02G329000	chr3D	441578510	441580253	+	1744	21
TraesCS3D02G329100	chr3D	442038891	442045906	+	7016	0
TraesCS3D02G329200	chr3D	442042262	442047720	-	5459	0
TraesCS3D02G329300	chr3D	442047720	442049829	-	2110	0
TraesCS3D02G329400	chr3D	442169334	442177159	+	7826	0
TraesCS3D02G329500	chr3D	442361771	442369232	+	7462	0
TraesCS3D02G329600	chr3D	442391372	442395754	+	4383	0
TraesCS3D02G329700	chr3D	442499065	442504285	-	5221	0
TraesCS3D02G329800	chr3D	442511403	442513326	+	1924	0
TraesCS3D02G329900	chr3D	442754024	442757036	+	3013	22
TraesCS3D02G330000	chr3D	442775207	442777212	+	2006	0
TraesCS3D02G330100	chr3D	442802834	442804433	-	1600	0
TraesCS3D02G330200	chr3D	442806120	442808861	-	2742	0
TraesCS3D02G330300	chr3D	442810263	442815265	-	5003	0
TraesCS3D02G330400	chr3D	442971488	442974787	+	3300	0
TraesCS3D02G330500	chr3D	443258251	443266348	+	8098	20
TraesCS3D02G330600	chr3D	443267522	443271853	-	4332	1
TraesCS3D02G330700	chr3D	443355066	443364469	-	9404	0
TraesCS3D02G330800	chr3D	443409966	443423620	-	13655	0
TraesCS3D02G330900	chr3D	443425218	443431244	-	6027	0
TraesCS3D02G331000	chr3D	443433820	443438748	-	4929	0
TraesCS3D02G331100	chr3D	443438748	443444638	-	5891	0
TraesCS3D02G331200	chr3D	443585295	443592456	+	7162	2
TraesCS3D02G331300	chr3D	443593031	443598339	+	5309	0
TraesCS3D02G331400	chr3D	443628602	443631380	+	2779	0
TraesCS3D02G331500	chr3D	443669426	443676798	-	7373	0
TraesCS3D02G331600	chr3D	443706926	443713612	-	6687	0
TraesCS3D02G331700	chr3D	443723158	443726518	+	3361	0
TraesCS3D02G331800	chr3D	444051588	444057764	+	6177	0
TraesCS3D02G331900	chr3D	444057189	444061373	-	4185	50
TraesCS3D02G332000	chr3D	444061404	444072986	-	11583	0
TraesCS3D02G332100	chr3D	444073158	444077616	-	4459	9
TraesCS3D02G332200	chr3D	444482536	444487659	+	5124	0
TraesCS3D02G332300	chr3D	444671790	444676528	-	4739	89
TraesCS3D02G332400	chr3D	444677653	444682467	-	4815	0
TraesCS3D02G332500	chr3D	444711770	444714612	-	2843	0
TraesCS3D02G332600	chr3D	444795393	444798825	+	3433	1
TraesCS3D02G332700	chr3D	445016651	445023107	+	6457	15
TraesCS3D02G332800	chr3D	445025456	445029133	+	3678	61
TraesCS3D02G332900	chr3D	445028140	445030830	-	2691	0
TraesCS3D02G333000	chr3D	445032955	445036129	+	3175	3
TraesCS3D02G333100	chr3D	445035912	445038669	-	2758	42
TraesCS3D02G333200	chr3D	445103839	445108361	-	4523	0
TraesCS3D02G333300	chr3D	445288002	445292270	+	4269	0
TraesCS3D02G333400	chr3D	445296222	445316049	-	19828	0
TraesCS3D02G333500	chr3D	445627122	445633371	+	6250	0
TraesCS3D02G333600	chr3D	445633883	445640177	+	6295	0
TraesCS3D02G333700	chr3D	445735443	445738927	-	3485	0
TraesCS3D02G333800	chr3D	445806424	445811062	-	4639	0
TraesCS3D02G333900	chr3D	445837742	445841928	-	4187	0
TraesCS3D02G334000	chr3D	445858079	445862287	+	4209	0
TraesCS3D02G334100	chr3D	446064211	446066443	+	2233	0
TraesCS3D02G334200	chr3D	446073614	446075640	-	2027	4
TraesCS3D02G334300	chr3D	446108421	446110047	-	1627	0
TraesCS3D02G334400	chr3D	446189829	446191810	-	1982	0
TraesCS3D02G334500	chr3D	446488302	446493634	+	5333	86
TraesCS3D02G334600	chr3D	446745614	446746994	-	1381	0
TraesCS3D02G334700	chr3D	446846799	446853002	-	6204	19
TraesCS3D02G334800	chr3D	446854206	446857323	+	3118	0
TraesCS3D02G334900	chr3D	446910034	446914212	+	4179	0
TraesCS3D02G335000	chr3D	446923426	446924689	+	1264	0
TraesCS3D02G335100	chr3D	447122760	447128364	+	5605	1
TraesCS3D02G335200	chr3D	447129113	447131014	+	1902	0
TraesCS3D02G335300	chr3D	447130921	447132159	-	1239	0
TraesCS3D02G335500	chr3D	447560283	447563411	+	3129	0
TraesCS3D02G335600	chr3D	447562999	447576625	-	13627	0
TraesCS3D02G335700	chr3D	447577450	447590280	-	12831	16
TraesCS3D02G335800	chr3D	447607060	447609484	-	2425	0
TraesCS3D02G335900	chr3D	447631856	447635390	-	3535	16
TraesCS3D02G336000	chr3D	447971634	447973185	-	1552	0
TraesCS3D02G336200	chr3D	447987246	447993550	+	6305	0
TraesCS3D02G336300	chr3D	448263361	448267624	+	4264	242
TraesCS3D02G336400	chr3D	448292948	448296009	+	3062	0
TraesCS3D02G336600	chr3D	448309055	448310468	-	1414	0
TraesCS3D02G336700	chr3D	448427911	448431148	+	3238	0
TraesCS3D02G336800	chr3D	448430581	448441484	-	10904	31
TraesCS3D02G336900	chr3D	448493399	448497234	-	3836	32
TraesCS3D02G337000	chr3D	448630683	448635556	+	4874	0
TraesCS3D02G337100	chr3D	448864312	448870279	+	5968	0
TraesCS3D02G337200	chr3D	449113381	449117535	+	4155	56
TraesCS3D02G337300	chr3D	449282391	449286181	+	3791	0
TraesCS3D02G337400	chr3D	449341171	449344565	-	3395	0
TraesCS3D02G337500	chr3D	449540646	449542912	+	2267	0
TraesCS3D02G337600	chr3D	449737327	449739556	+	2230	0
TraesCS3D02G337700	chr3D	449738655	449754779	-	16125	36
TraesCS3D02G337800	chr3D	450291062	450295947	-	4886	0
TraesCS3D02G337900	chr3D	450477118	450483417	-	6300	0
TraesCS3D02G338000	chr3D	450873695	450885266	-	11572	0
TraesCS3D02G338100	chr3D	451160967	451162581	-	1615	1
TraesCS3D02G338200	chr3D	451226428	451229731	+	3304	18
TraesCS3D02G338300	chr3D	451233111	451235231	-	2121	0
TraesCS3D02G338400	chr3D	451709723	451712485	+	2763	0
