CARHR207710	AT5G05550
CARHR184620	AT2G23945
CARHR184190	AT5G48150
CARHR138770	AT2G43600
CARHR187760	AT5G25440
CARHR125590	AT2G31880
CARHR198720	AT5G14600
CARHR012210	AT1G11890
CARHR198890	AT5G14420
CARHR167170	AT3G57020
CARHR029950	AT1G30540
CARHR122890	AT2G29550
CARHR031410	AT1G32060
CARHR185860	AT5G27230
CARHR112460	AT2G21530
CARHR234160	AT4G26580
CARHR168110	AT3G57790
CARHR070250	AT1G76680
CARHR165480	AT3G55460
CARHR193840	AT5G19110
CARHR024220	AT1G23820
CARHR288700	AT1G57540
CARHR064030	AT1G70770
CARHR060790	AT1G68120
CARHR060060	AT1G67490
CARHR182660	AT5G49060
CARHR282230	ATCG00740
CARHR162610	AT3G52740
CARHR197670	AT5G15650
CARHR191620	AT5G21920
CARHR268610	AT5G55250
CARHR287640	AT5G41590
CARHR071250	AT1G77740
CARHR233020	AT4G25600
CARHR210240	AT5G03110
CARHR184990	AT5G28050
CARHR280190	AT5G67410
CARHR018940	AT1G18350
CARHR225080	AT4G18280
CARHR163870	AT3G53970
CARHR167390	AT3G57190
CARHR184440	AT5G47870
CARHR163690	AT3G53790
CARHR281140	AT5G66600
CARHR247310	AT4G39400
CARHR080780	AT3G06290
CARHR206650	AT5G06550
CARHR109000	AT2G18400
CARHR004230	AT1G04840
CARHR009640	AT1G09665
CARHR220300	AT4G14220
CARHR004540	AT1G05070
CARHR164610	AT3G54690
CARHR172290	AT3G61930
CARHR123850	AT2G30410
CARHR147340	AT2G02580
CARHR176240	AT5G45740
CARHR146560	AT3G25585
CARHR158370	AT3G49400
CARHR102000	AT2G04050
CARHR266110	AT5G53090
CARHR089650	AT3G14710
CARHR000430	AT1G01930
CARHR279630	AT5G65670
CARHR062160	AT1G69290,AT1G69280
CARHR015730	AT1G15210
CARHR280430	AT5G67200
CARHR191720	AT5G21150
CARHR257430	AT5G50820
CARHR253390	AT4G04090
CARHR171920	AT3G61610
CARHR217980	AT4G12640
CARHR239020	AT4G31115
CARHR225880	AT4G18975
CARHR271400	AT5G57630
CARHR087140	AT3G12630
CARHR036050	AT1G44790
CARHR117130	AT2G24720
CARHR043740	AT1G53510
CARHR204210	AT5G09220
CARHR043290	AT1G53060
CARHR142860	AT2G47470
CARHR083300	AT3G08960
CARHR035970	AT1G44608
CARHR279980	AT5G67610
CARHR151710	AT3G28730
CARHR149610	AT3G27950
CARHR035750	AT1G43980
CARHR015340	AT1G14810
CARHR234550	AT4G26950
CARHR052780	AT1G60140
CARHR096390	AT3G20610
CARHR049070	AT1G62770
CARHR153180	AT3G29770
CARHR032990	AT1G33540
CARHR089430	AT3G14360
CARHR239460	AT4G31580
CARHR140370	AT2G45140,AT2G45150
CARHR115400	AT2G25830
CARHR136730	AT2G41640
CARHR023620	AT1G23180
CARHR134050	AT2G39300
CARHR023190	AT1G22850
CARHR169640	AT3G59260
CARHR261580	AT5G40440
CARHR209010	AT5G04270
CARHR087670	AT3G13080
CARHR138950	AT2G43760
CARHR018360	AT1G17750
CARHR027750	AT1G28260
CARHR111890	AT2G21050
CARHR011100	AT1G10880
CARHR121260	AT2G28330
CARHR072670	AT1G79000
CARHR043120	AT1G52900
CARHR079070	AT3G04820
CARHR195480	AT5G17700
CARHR167820	AT3G57770
CARHR186100	AT5G27540
CARHR230420	AT5G37170
CARHR025930	AT1G25530
CARHR076700	AT3G02700
CARHR230930	AT4G23550
CARHR181150	AT5G42940
CARHR195160	AT5G17960
CARHR158510	AT3G49510
CARHR137280	AT2G42240
CARHR137930	AT2G42850
CARHR015590	AT1G15050
CARHR032190	AT1G32850
CARHR136080	AT2G40970
CARHR235340	AT4G27640
CARHR159100	AT3G50030
CARHR227300	AT4G20760
CARHR023990	AT1G23560
CARHR078700	AT3G04510
CARHR013850	AT1G13530
CARHR182840	AT5G48880
CARHR250370	AT4G04510
CARHR023440	AT1G23060
CARHR003010	AT1G03680
CARHR107780	AT2G17590
CARHR169460	AT3G59050
CARHR178160	AT5G44740
CARHR027280	AT1G27760
CARHR284620	AT4G16295
CARHR050860	AT1G61550
CARHR092500	AT3G17230
CARHR108510	AT2G18020
CARHR258010	AT5G50390
CARHR263390	AT5G39040
CARHR152680	AT3G44220
CARHR244060	AT4G35730
CARHR276840	AT5G63040
CARHR293500	AT2G17200
CARHR146830	AT3G25870
CARHR190090	AT5G23420
CARHR174060	AT5G47330
CARHR082790	AT3G08490
CARHR054830	AT1G56670
CARHR230640	AT4G23300
CARHR068620	AT1G75280
CARHR128880	AT2G34720
CARHR068330	AT1G75020
CARHR106780	AT2G16580
CARHR116260	AT2G25280
CARHR206540	AT5G06670
CARHR253750	AT4G12450
CARHR078150	AT3G04020
CARHR251020	AT4G02715
CARHR025160	AT1G26780
CARHR003270	AT1G03930
CARHR048650	AT1G62990
CARHR223100	AT4G16600
CARHR194970	AT5G18100
CARHR203760	AT5G09620
CARHR270110	AT1G32300
CARHR016350	AT1G15825
CARHR053430	AT1G59725
CARHR019460	AT1G18810
CARHR048380	AT1G63120
CARHR252330	AT4G05230
CARHR006350	AT1G06670
CARHR088740	AT3G13930
CARHR028020	AT1G28540
CARHR244320	AT4G35920
CARHR144470	AT2G01900
CARHR088210	AT3G13540
CARHR108630	AT2G18150
CARHR211330	AT5G02030
CARHR084940	AT3G10440
CARHR294160	AT4G38430
CARHR160570	AT3G51000
CARHR133490	AT2G38780
CARHR132140	AT2G37460
CARHR170290	AT3G59970
CARHR012450	AT1G12090
CARHR090420	AT3G15380
CARHR275490	AT5G61730
CARHR044710	AT1G55120
CARHR292900	AT2G23290
CARHR199760	AT5G13680
CARHR237740	AT4G29840
CARHR054780	AT1G57560
CARHR145870	AT2G03520
CARHR026480	AT1G24590
CARHR042650	AT1G52530
CARHR073880	AT1G80640
CARHR095310	AT3G19800
CARHR265000	AT5G52060
CARHR106160	AT4G00970
CARHR096640	AT3G20800
CARHR073730	AT1G80750
CARHR264600	AT5G51740
CARHR079400	AT3G05070
CARHR130980	AT2G36690
CARHR045000	AT1G55340
CARHR204260	AT5G08740
CARHR185130	AT5G28490
CARHR120330	AT2G27680
CARHR097510	AT3G21560
CARHR289990	AT4G15563
CARHR021100	AT1G20640
CARHR066960	AT1G73860
CARHR016010	AT1G15460
CARHR078850	AT3G04650
CARHR232390	AT4G25000
CARHR236830	AT4G29100
CARHR244490	AT4G36090
CARHR072420	AT1G78840
CARHR076960	AT3G02930
CARHR293510	AT2G17210
CARHR022710	AT1G22340
CARHR259760	AT1G47600
CARHR250950	AT4G02650
CARHR246260	AT4G37870
CARHR090390	AT3G15355
CARHR026150	AT1G25340
CARHR237610	AT4G29735
CARHR281700	AT5G66055
CARHR060170	AT1G67590
CARHR036470	AT1G45545
CARHR227290	AT4G20740
CARHR073080	AT1G79420
CARHR155970	AT3G47350
CARHR151290	AT3G44790
CARHR215590	AT5G37450
CARHR025590	AT1G26330
CARHR273130	AT5G59650
CARHR249470	AT4G00860
CARHR271150	AT5G57350
CARHR271040	AT5G57240
CARHR062280	AT1G69400
CARHR016730	AT1G16260
CARHR268170	AT5G54840
CARHR074830	AT1G80410
CARHR228650	AT4G21890
CARHR034830	AT1G41830
CARHR197950	AT5G15340
CARHR211840	AT5G01470
CARHR019900	AT1G19310
CARHR080430	AT3G05940
CARHR118520	AT2G26580
CARHR145590	AT2G03260
CARHR183970	AT5G48330
CARHR012020	AT1G11710
CARHR064820	AT1G72010
CARHR086230	AT3G11680
CARHR002050	AT1G02750
CARHR132550	AT2G37990
CARHR187340	AT5G26060
CARHR110050	AT2G19600
CARHR081090	AT3G06540
CARHR203120	AT5G10170
CARHR289130	AT5G63820
CARHR292630	AT3G28340
CARHR101200	AT3G24840
CARHR289420	AT4G27140
CARHR196020	AT5G17190
CARHR133270	AT2G38600
CARHR202830	AT5G10460
CARHR187040	AT5G26570
CARHR178650	AT5G44410
CARHR255250	AT4G11330
CARHR222310	AT4G15520
CARHR192630	AT5G20190
CARHR135280	AT2G40240
CARHR166700	AT3G56590
CARHR239850	AT4G31930
CARHR252700	AT4G04870
CARHR285130	AT5G42420
CARHR273970	AT5G60300
CARHR252400	AT4G05150
CARHR184290	AT5G48020
CARHR268180	AT5G54850
CARHR259310	AT4G08180
CARHR243300	AT4G35020
CARHR278110	AT5G64200
CARHR226670	AT4G19890
CARHR221970	AT4G15248
CARHR095210	AT3G19710
CARHR027990	AT1G28510
CARHR195940	AT5G17280
CARHR173240	AT3G62950
CARHR265910	AT5G52920
CARHR196440	AT5G16740
CARHR173710	AT5G47610
CARHR095600	AT3G20070
CARHR212810	AT5G41761
CARHR215040	AT5G37770
CARHR151920	AT3G28900
CARHR198630	AT5G14680
CARHR187560	AT5G25840
CARHR208720	AT5G04550
CARHR119920	AT2G27330
CARHR208090	AT5G05170
CARHR119430	AT2G27110
CARHR226710	AT4G19950
CARHR047920	AT1G63430
CARHR125810	AT2G32020
CARHR286920	AT1G31710
CARHR212030	AT5G01670
CARHR140750	AT1G33720
CARHR119380	AT2G27050
CARHR140200	AT2G44970
CARHR033640	AT1G34140
CARHR128800	AT2G34680
CARHR113650	AT2G22460
CARHR118380	AT1G80220
CARHR087710	AT3G13120
CARHR030660	AT1G31190
CARHR193220	AT5G19690
CARHR268980	AT5G55660
CARHR030840	AT1G31360
CARHR141150	AT2G45880
CARHR087330	AT3G12800
CARHR117720	AT2G24350
CARHR020410	AT1G19920
CARHR159490	AT3G56750
CARHR128330	AT2G34220
CARHR124490	AT2G30970
CARHR271230	AT5G57440
CARHR124360	AT2G30880
CARHR065680	AT1G72760
CARHR127940	AT2G33830
CARHR017170	AT1G16710
CARHR039410	AT1G49405
CARHR233510	AT4G26000
CARHR224560	AT4G17840
CARHR215260	AT5G37600
CARHR196210	AT5G16950
CARHR281910	ATCG00160
CARHR115980	AT2G25490
CARHR060490	AT1G67850
CARHR083530	AT3G09190
CARHR238430	AT4G30550
CARHR070060	AT1G76510
CARHR203870	AT5G09510
CARHR001500	AT1G01010
CARHR241270	AT4G33230
CARHR085790	AT3G11230
CARHR064620	AT1G71340
CARHR037120	AT1G47550
CARHR069210	AT1G75790
CARHR208540	AT5G04750
CARHR234390	AT4G26770
CARHR276130	AT5G62350
CARHR162420	AT3G52600
CARHR183830	AT5G48380
CARHR010770	AT1G10590
CARHR190930	AT5G22650
CARHR018550	AT1G17930
CARHR063070	AT1G69970
CARHR018880	AT1G18310
CARHR011820	AT1G11540
CARHR148750	AT3G27410
CARHR034690	AT1G38131
CARHR084440	AT3G09922
CARHR228110	AT4G21440
CARHR005550	AT1G06030
CARHR195360	AT5G17810
CARHR274420	AT5G60740
CARHR014850	AT1G14410
CARHR268370	AT5G55050
CARHR212890	AT5G41670
CARHR196350	AT5G16810
CARHR005080	AT1G05580
CARHR135460	AT2G40380
CARHR043350	AT1G53130
CARHR250070	AT4G01600
CARHR001640	AT1G02330
CARHR212760	AT5G41810
CARHR103700	AT2G06020
CARHR187320	AT5G26080
CARHR142980	AT2G47580
CARHR131390	AT2G36910
CARHR029560	AT1G29880
CARHR158670	AT3G49640
CARHR101970	AT2G04039
CARHR256750	AT5G51290
CARHR238690	AT4G30825
CARHR070390	AT1G76880
CARHR009410	AT1G09440
CARHR267420	AT5G54200
CARHR141970	AT2G46630
CARHR003860	AT1G04520
CARHR064480	AT1G71180
CARHR052200	AT1G61050
CARHR064950	AT1G72110
CARHR094890	AT3G19460
CARHR038090	AT1G48460
CARHR213140	AT3G66656
CARHR198180	AT5G15130
CARHR057120	AT1G65470
CARHR224480	AT4G17760
CARHR163480	AT3G53570
CARHR018770	AT1G18190
CARHR240800	AT4G32810
CARHR206060	AT5G07080
CARHR276680	AT3G48050
CARHR005880	AT1G06320
CARHR005330	AT1G05805
CARHR279640	AT5G65683
CARHR230090	AT4G23030
CARHR142180	AT2G46830
CARHR267450	AT5G54210
CARHR267320	AT5G54130
CARHR247340	AT4G39370
CARHR243410	AT4G35210
CARHR122400	AT2G29110
CARHR242040	AT4G33940
CARHR026710	AT1G24420
CARHR010190	AT1G10090
CARHR172620	AT3G62280
CARHR143850	AT2G01330
CARHR019200	AT1G18580
CARHR139940	AT2G44730
CARHR253730	AT4G12470
CARHR238940	AT4G31020
CARHR114630	AT2G23700
CARHR091600	AT3G16380
CARHR157530	AT3G48770
CARHR038320	AT1G48690
CARHR071620	AT1G78160
CARHR092800	AT3G17470
CARHR260860	AT4G10000
CARHR095850	AT3G20240
CARHR129460	AT2G35320
CARHR057340	AT1G65590
CARHR088910	AT3G14067
CARHR220820	AT4G14590
CARHR276470	AT5G62670
CARHR149400	AT3G27890
CARHR141660	AT2G46380
CARHR076390	AT3G02420
CARHR015100	AT1G14600
CARHR216500	AT5G36230
CARHR092180	AT3G16900
CARHR004680	AT1G05205
CARHR116180	AT2G25340
CARHR242500	AT3G25580
CARHR179680	AT5G43810
CARHR042400	AT1G52290
CARHR046380	AT1G64570
CARHR238180	AT4G30270
CARHR274260	AT5G60600
CARHR235110	AT4G27435
CARHR227820	AT4G21220
CARHR023290	AT1G22910
CARHR078060	AT3G03930
CARHR182120	AT5G49410
CARHR028960	AT1G29640
CARHR130040	AT2G35790
CARHR018080	AT1G17480
CARHR002730	AT1G03360
CARHR008230	AT1G08350
CARHR293540	AT2G17230
CARHR007010	AT1G07290
CARHR076570	AT3G02560
CARHR074230	AT1G80260
CARHR282280	ATCG00820
CARHR022470	AT1G22120
CARHR079620	AT3G05280
CARHR167490	AT3G57290
CARHR012590	AT1G12280
CARHR236720	AT4G28990
CARHR254280	AT4G12000
CARHR012840	AT1G12560
CARHR026360	AT1G25145
CARHR200660	AT5G12440
CARHR279590	AT5G65630
CARHR134810	AT2G39890
CARHR004060	AT1G04680
CARHR259530	AT4G08500
CARHR231270	AT4G23882
CARHR206400	AT5G06780
CARHR261440	AT5G40540
CARHR222500	AT4G16146
CARHR194700	AT5G18350
CARHR123750	AT2G30395
CARHR067170	AT1G74030
CARHR145770	AT2G03430
CARHR273490	AT5G59880
CARHR021080	AT1G20620
CARHR003480	AT1G04130
CARHR226000	AT4G19120
CARHR175070	AT5G46450
CARHR204720	AT5G08350
CARHR257660	AT5G50700
CARHR171020	AT3G60600
CARHR178080	AT5G44790
CARHR068810	AT1G75420
CARHR007900	AT1G08080
CARHR174300	AT5G47090
CARHR270330	AT5G56640
CARHR203710	AT5G09680
CARHR250030	AT4G01630
CARHR117920	AT2G24230
CARHR223230	AT4G16700
CARHR077370	AT3G03330
CARHR277700	AT5G63790
CARHR144350	AT2G01770
CARHR032030	AT1G32583
CARHR161500	AT3G51870
CARHR205410	AT5G07740
CARHR201970	AT5G11300
CARHR095900	AT3G20280
CARHR263730	AT5G38860
CARHR089350	AT3G14420
CARHR193590	AT5G19370
CARHR283250	ATMG00990
CARHR169070	AT3G58690
CARHR097720	AT3G21770
CARHR088040	AT3G13430
CARHR249460	AT4G00870
CARHR023870	AT1G23440
CARHR194560	AT5G18460
CARHR219200	AT4G13560
CARHR121450	AT2G27550
CARHR082460	AT3G07750
CARHR193360	AT5G19540
CARHR204090	AT5G09310
CARHR197070	AT5G16240
CARHR183520	AT5G48500
CARHR236130	AT4G28390
CARHR027140	AT1G27590
CARHR036860	AT1G47280
CARHR237260	AT4G29440
CARHR044520	AT1G54170
CARHR276500	AT5G62710
CARHR127430	AT2G33420
CARHR187060	AT5G26340
CARHR039780	AT1G49740
CARHR293600	AT2G17260
CARHR265740	AT5G52810,AT5G52800
CARHR006760	AT1G07070
CARHR276400	AT5G62620
CARHR231850	AT4G24460
CARHR276050	AT5G62270
CARHR127120	AT2G33130
CARHR025120	AT1G26810
CARHR025430	AT1G26540
CARHR131800	AT2G37730
CARHR013640	AT1G13260
CARHR181750	AT5G42785
CARHR131550	AT2G37050
CARHR249680	AT4G01995
CARHR203880	AT5G09500
CARHR008900	AT1G09010
CARHR107190	AT2G16900
CARHR059690	AT1G67230
CARHR259790	AT4G08840
CARHR231950	AT4G24550
CARHR190360	AT5G23170
CARHR200590	AT5G12860
CARHR216680	AT5G35970
CARHR019750	AT1G19150
CARHR066220	AT1G73210
CARHR212560	AT5G42000
CARHR283390	ATMG01150
CARHR268040	AT5G54730
CARHR190280	AT5G23260
CARHR160900	AT3G51320
CARHR017340	AT1G16870
CARHR061790	AT1G68920
CARHR155580	AT3G46940
CARHR239920	AT4G32020
CARHR065050	AT1G72190
CARHR017610	AT1G17080
CARHR193480	AT5G19450
CARHR266610	AT5G53480
CARHR241460	AT4G33410
CARHR165370	AT3G55360
CARHR189530	AT5G24060
CARHR208390	AT5G04885
CARHR177350	AT5G45190
CARHR202440	AT5G10840
CARHR006500	AT1G06800
CARHR013500	AT1G13130
CARHR219170	AT4G13540
CARHR107990	AT2G17705
CARHR202990	AT5G10310
CARHR085090	AT3G10570
CARHR154980	AT3G46710
CARHR192020	AT5G20830
CARHR133890	AT2G39130
CARHR045920	AT1G56160
CARHR114030	AT2G22750
CARHR252930	AT4G04614
CARHR088000	AT3G13390
CARHR166570	AT3G56440
CARHR200620	AT5G12480
CARHR014420	AT1G14040
CARHR086550	AT3G11990
CARHR081190	AT3G66652
CARHR100610	AT3G24500
CARHR090980	AT3G15870
CARHR243170	AT4G34890
CARHR160630	AT3G51050
CARHR211100	AT5G02270
CARHR040000	AT1G49970
CARHR180730	AT5G43175
CARHR193730	AT5G19250
CARHR216100	AT5G37000
CARHR061240	AT1G68460
CARHR289890	AT1G56340
CARHR282840	AT1G65346
CARHR101560	AT3G25210
CARHR098600	AT3G22750
CARHR267210	AT5G54010
CARHR216450	AT5G36290
CARHR198060	AT5G15260
CARHR234370	AT4G26750
CARHR033780	AT1G34320
CARHR096920	AT3G21090
CARHR202190	AT5G11110
CARHR202660	AT5G10650
CARHR041710	AT1G51560
CARHR287040	AT1G31480
CARHR120470	AT2G27770
CARHR269910	AT5G56390
CARHR226530	AT4G19710
CARHR139380	AT2G44220
CARHR021730	AT1G21340
CARHR114350	AT2G23170
CARHR183310	AT5G48650
CARHR084140	AT3G09720
CARHR016690	AT1G16220
CARHR108370	AT2G17870
CARHR050540	AT1G61795
CARHR268060	AT3G16540
CARHR090180	AT3G15190
CARHR248150	AT4G00110
CARHR121870	AT2G28740
CARHR124800	AT2G31200
CARHR075840	AT3G01200
CARHR262830	AT5G39500
CARHR095070	AT3G19615
CARHR283370	ATMG01110
CARHR212370	AT5G01015
CARHR205790	AT5G07360
CARHR147930	AT3G26860
CARHR259690	AT4G08700
CARHR140940	AT5G40880
CARHR134650	AT2G39780
CARHR085630	AT3G11050
CARHR208970	AT5G04330
CARHR282420	ATCG01050
CARHR090010	AT3G15050
CARHR052940	AT1G60030
CARHR181030	AT5G42990
CARHR033870	AT1G34470
CARHR010340	AT1G10220
CARHR172450	AT3G62110
CARHR166390	AT3G56230
CARHR027570	AT1G28100
CARHR091160	AT2G16005
CARHR075400	AT3G01530
CARHR229180	AT4G22280
CARHR169580	AT3G59200
CARHR118260	AT2G24090
CARHR191390	AT5G22140
CARHR222580	AT4G16195
CARHR016960	AT1G16490
CARHR129760	AT2G35580
CARHR184600	AT2G23930
CARHR100960	AT3G24630
CARHR141090	AT2G45820
CARHR030780	AT1G31320
CARHR195550	AT5G17630
CARHR167150	AT3G57000
CARHR167620	AT3G57420
CARHR132760	AT2G38160
CARHR128780	AT2G34660
CARHR156680	AT3G47960
CARHR012270	AT1G11925
CARHR234360	AT4G26740
CARHR264120	AT5G51400
CARHR065940	AT1G72970
CARHR135380	AT2G40300
CARHR180660	AT5G43210
CARHR234180	AT4G26600
CARHR070720	AT1G77250
CARHR086780	AT3G12210
CARHR070230	AT1G76670
CARHR064540	AT1G71240
CARHR010520	AT1G10385
CARHR150110	AT2G26130
CARHR064010	AT1G70750
CARHR291200	AT1G71480
CARHR245020	AT4G36670
CARHR127700	AT2G33700
CARHR245790	AT4G37410
CARHR127350	AT2G33350
CARHR288760	AT5G38710
CARHR173660	AT5G47650
CARHR162670	AT3G52790
CARHR098420	AT3G22530
CARHR091290	AT3G16130
CARHR028510	AT1G29260
CARHR002500	AT1G03160
CARHR143670	AT2G01120
CARHR066480	AT1G73430
CARHR141890	AT2G46550
CARHR235430	AT4G27700
CARHR279090	AT5G65170
CARHR124770	AT2G31170
CARHR271390	AT5G57625
CARHR195080	AT5G17990
CARHR020060	AT1G19490
CARHR188280	AT5G25210
CARHR184460	AT5G47890
CARHR238800	AT4G30900
CARHR284970	AT5G42340
CARHR164860	AT3G54880
CARHR247330	AT4G39380
CARHR173500	AT3G63180
CARHR163810	AT3G53900
CARHR143260	AT2G47860
CARHR086320	AT3G11770
CARHR031250	AT1G31910
CARHR051940	AT1G60900
CARHR109020	AT2G18420
CARHR149180	AT3G27710
CARHR055990	AT1G54820
CARHR172900	AT3G62630
CARHR009620	AT1G09645
CARHR199930	AT5G13510
CARHR025330	AT1G26640
CARHR213420	AT5G40960
CARHR176260	AT5G45710
CARHR123920	AT2G30480
CARHR191700	AT5G21170
CARHR245240	AT4G36870
CARHR138170	AT2G43100
CARHR280410	AT5G67220
CARHR257410	AT5G50840
CARHR239550	AT4G31670
CARHR207900	AT5G05350
CARHR113820	AT2G22600
CARHR057590	AT1G65730
CARHR014190	AT1G13800
CARHR171900	AT3G61590
CARHR226750	AT4G19980
CARHR138160	AT2G43090
CARHR135920	AT2G40810
CARHR043720	AT1G53490
CARHR271990	AT5G58190
CARHR035770	AT1G44090
CARHR142840	AT2G47450
CARHR241230	AT4G33200
CARHR142660	AT2G47260
CARHR129900	AT2G35660
CARHR220140	AT4G14120
CARHR188380	AT5G25110
CARHR035950	AT1G44575
CARHR031430	AT1G32080
CARHR015820	AT1G15290
CARHR032200	AT1G32860
CARHR136710	AT2G41620
CARHR136860	AT2G41770
CARHR256130	AT4G10500
CARHR143130	AT2G47760
CARHR147490	AT3G26500
CARHR201500	AT5G11720
CARHR227490	AT4G20930
CARHR023600	AT1G23160
CARHR078490	AT3G04310
CARHR169660	AT3G59280
CARHR015260	AT1G14730
CARHR014330	AT1G13960
CARHR027770	AT1G28280
CARHR085450	AT3G10870
CARHR018340	AT1G17730
CARHR063240	AT1G70160,AT1G70150
CARHR121200	AT2G28290
CARHR186120	AT5G27560
CARHR086200	AT3G11650
CARHR017970	AT1G17370
CARHR282640	ATMG00110
CARHR167840	AT3G57710
CARHR279810	AT5G65820
CARHR149570	AT2G21725
CARHR079010	AT3G04760
CARHR233940	AT4G26390
CARHR076760	AT3G02750
CARHR226150	AT4G19350
CARHR025950	AT1G25510
CARHR209030	AT5G04250
CARHR236530	AT4G28740
CARHR029600	AT1G29850
CARHR164630	AT3G54710
CARHR009330	AT1G09370
CARHR189830	AT5G23720
CARHR235320	AT4G27620
CARHR233760	AT4G26210
CARHR013870	AT1G13550
CARHR067090	AT1G73970
CARHR012930	AT1G12640
CARHR169910	AT3G59530
CARHR227670	AT4G21090
CARHR023460	AT1G23080
CARHR003070	AT1G03740
CARHR200360	AT5G13110
CARHR111070	AT2G20520
CARHR134930	AT2G39980
CARHR234290	AT4G26680
CARHR253910	AT4G12340
CARHR162160	AT3G52390
CARHR241560	AT4G33480
CARHR150040	AT3G45600
CARHR222560	AT4G16190
CARHR082070	AT3G07425
CARHR088580	AT3G13810
CARHR086040	AT3G11490
CARHR190070	AT5G23440
CARHR276860	AT5G63060
CARHR246130	AT4G37740
CARHR108570	AT2G18090
CARHR093730	AT3G18380
CARHR031920	AT1G32470
CARHR017300	AT1G16830
CARHR146810	AT3G25850
CARHR106810	AT2G16600
CARHR272150	AT5G58340
CARHR106760	AT2G16570
CARHR225310	AT4G18465
CARHR054810	AT1G56700
CARHR164590	AT3G54670
CARHR042090	AT1G51940
CARHR046770	AT1G64170
CARHR210620	AT5G02760
CARHR134340	AT2G39470
CARHR003290	AT1G03950
CARHR249850	AT4G01883
CARHR087340	AT3G12810
CARHR171760	AT3G61415
CARHR209360	AT5G03900
CARHR048630	AT1G63010
CARHR238970	AT4G31060
CARHR094240	AT3G23780
CARHR108610	AT2G18120
CARHR088760	AT3G13950
CARHR200100	AT5G13340
CARHR093360	AT3G18040
CARHR244300	AT4G35905
CARHR144410	AT2G01850
CARHR129690	AT2G35520
CARHR076180	AT3G02210
CARHR260650	AT4G09720
CARHR234230	AT4G26640
CARHR099930	AT3G24220
CARHR132160	AT2G37430
CARHR262240	AT5G39940
CARHR084920	AT3G25460
CARHR161040	AT3G51460
CARHR090400	AT3G15360
CARHR251200	AT4G02830
CARHR140450	AT2G45220
CARHR278860	AT5G64850
CARHR062110	AT1G69230
CARHR198040	AT5G15270
CARHR187650	AT5G25760
CARHR073710	AT1G80770
CARHR042670	AT1G52560
CARHR046590	AT1G64355
CARHR179590	AT5G43850
CARHR180600	AT5G43270
CARHR184870	AT2G23900
CARHR272670	AT5G58760
CARHR235630	AT4G27940
CARHR291660	AT3G63290
CARHR025600	AT1G26320
CARHR120640	AT2G27930
CARHR021120	AT1G20670
CARHR045020	AT1G55360
CARHR024950	AT1G26960
CARHR210440	AT5G02880
CARHR264370	AT5G51570
CARHR041010	AT1G50960
CARHR082690	AT3G07950
CARHR186360	AT5G27880
CARHR107970	AT2G17700
CARHR236850	AT4G29120
CARHR126420	AT2G32560
CARHR076980	AT3G02950
CARHR238960	AT4G31050
CARHR078870	AT2G13630
CARHR183770	AT5G48410
CARHR235710	AT4G28010
CARHR218080	AT4G12790
CARHR250330	AT4G02150
CARHR036450	AT1G45230
CARHR001300	AT1G01170
CARHR240210	AT4G32300
CARHR187380	AT5G26100
CARHR109620	AT2G19110
CARHR242660	AT3G42050
CARHR187470	AT5G26170
CARHR193250	AT5G19660
CARHR165410	AT3G55400
CARHR232100	AT4G24730
CARHR277120	AT5G63270
CARHR285190	AT5G58960
CARHR231130	AT4G23740
CARHR067890	AT1G74600
CARHR183890	AT5G48340
CARHR019720	AT1G19120
CARHR232110	AT4G24740
CARHR252540	AT4G04980
CARHR226180	AT4G19390
CARHR074580	AT1G79910
CARHR074850	AT3G02070
CARHR066050	AT1G73080
CARHR016750	AT1G16280
CARHR252890	AT4G04640
CARHR016200	AT1G15710
CARHR007590	AT1G07770
CARHR132570	AT2G38010
CARHR100280	AT3G23950
CARHR099240	AT3G23280
CARHR211860	AT5G01500
CARHR243090	AT4G34790
CARHR170410	AT3G60100
CARHR187360	AT5G26090
CARHR203450	AT5G09890
CARHR012040	AT1G11730
CARHR044190	AT1G53860
CARHR061490	AT1G68680
CARHR110030	AT2G19590
CARHR004860	AT3G61650
CARHR009250	AT1G09280
CARHR077580	AT3G03570
CARHR193030	AT5G19850
CARHR216660	AT5G36100
CARHR197050	AT5G16260
CARHR223550	AT4G16970
CARHR127590	AT2G33570
CARHR259070	AT5G49710
CARHR101770	AT3G25470
CARHR245870	AT4G37470
CARHR185010	AT5G28080
CARHR210990	AT5G02420
CARHR249140	AT4G01140
CARHR202850	AT5G10440
CARHR219530	AT4G13750
CARHR191090	AT5G22440
CARHR232820	AT4G25410
CARHR280380	AT5G67250
CARHR218620	AT3G05360
CARHR104500	AT3G44370
CARHR263350	AT5G39080
CARHR104050	AT2G07360
CARHR248810	AT4G00680
CARHR243890	AT4G35550
CARHR075450	AT3G01500
CARHR195960	AT5G17250
CARHR075980	AT3G01080
CARHR281210	AT5G66540
CARHR124160	AT2G30670
CARHR221950	AT4G15236
CARHR099060	AT3G23130
CARHR173260	AT3G62970
CARHR283780	AT1G59610
CARHR179110	AT5G44160
CARHR219680	AT4G13790
CARHR265970	AT5G52980
CARHR051570	AT1G61120
CARHR055050	AT1G41920
CARHR208700	AT5G04590
CARHR188010	AT5G25430
CARHR216590	AT5G47790
CARHR047940	AT1G63410
CARHR037320	AT1G47710
CARHR033660	AT1G34150
CARHR037490	AT1G47900
CARHR197560	AT5G15770
CARHR234400	AT4G26780
