AT1G06190	CARHR005720
AT5G08710	CARHR204300
AT4G04910	CARHR252620
AT3G56870	CARHR167020
AT1G09420	CARHR009380
AT5G14910	CARHR198430
AT3G03120	CARHR077140
AT5G01060	CARHR211380
AT4G08310	CARHR259390
AT3G10370	CARHR084850
AT3G61260	CARHR171560
AT1G13530	CARHR013850
AT3G24770	CARHR101130
AT1G17850	CARHR018460
AT5G06230	CARHR206930
AT3G09780	CARHR084230
AT1G12480	CARHR012780
AT1G77932	CARHR071410
AT3G01540	CARHR075380
AT1G77930	CARHR071400
AT2G44080	CARHR139250
AT5G06580	CARHR206620
AT1G29980	CARHR029410
AT5G17440	CARHR195770
AT3G02700	CARHR076700
AT1G23380	CARHR023820
AT1G49030	CARHR039070
AT2G22770	CARHR114050
AT1G59840	CARHR053250
AT4G14310	CARHR220500
AT3G46710	CARHR154980
AT5G25100	CARHR188400
AT3G27080	CARHR148300
AT5G07720	CARHR205430
AT3G61160	CARHR171450
AT2G32250	CARHR126040
AT3G08780	CARHR083100
AT4G33100	CARHR241130
AT1G54690	CARHR055830
AT5G61620	CARHR275420
AT1G51400	CARHR041550
AT5G61150	CARHR274840
AT5G65100	CARHR279010
AT2G35910	CARHR130160
AT1G51405	CARHR041560
AT2G46470	CARHR141770
AT3G59690	CARHR170060
AT4G29670	CARHR237520
AT2G21970	CARHR113060
AT4G10920	CARHR255690
AT5G06050	CARHR207180
AT2G36930	CARHR131400
AT1G53310	CARHR043540
AT3G11620	CARHR086170
AT5G57110	CARHR270880
AT5G21930	CARHR191600
AT1G74850	CARHR068170
AT4G10925	CARHR255680
AT1G29670	CARHR029020
AT3G20000	CARHR095530
AT4G17060	CARHR223640
AT1G11680	CARHR011990
AT2G37040	CARHR131540
AT1G32750	CARHR032130
AT1G27060	CARHR024850
AT5G13330	CARHR200110
AT4G38020	CARHR246430
AT1G03040	CARHR002380
AT4G33040	CARHR241050
AT1G74910	CARHR068230
AT1G13820	CARHR014210
AT3G21620	CARHR097590
AT5G48040	CARHR184240
AT4G19380	CARHR226170
AT4G12120	CARHR254060
AT3G53930	CARHR163820
AT4G12650	CARHR217970
AT3G56720	CARHR166860
AT1G54340	CARHR046010
AT1G65910	CARHR057810
AT4G02120	CARHR250300
AT3G62680	CARHR172950
AT2G03530	CARHR145880
AT5G20885	CARHR191970
AT2G46650	CARHR142000
AT1G06670	CARHR006350
AT5G48660	CARHR183250
AT1G74460	CARHR067740
AT2G43680	CARHR138870
AT1G70370	CARHR063540
AT3G63500	CARHR291470
AT4G27940	CARHR235630
AT4G37900	CARHR246310
AT3G17850	CARHR093200
AT1G69910	CARHR062990
AT3G13190	CARHR087780
AT5G43700	CARHR179920
AT5G21060	CARHR191810
AT5G07180	CARHR205970
AT3G57560	CARHR167790
AT1G78140	CARHR071600
AT1G64355	CARHR046590
AT3G57050	CARHR167240
AT1G64350	CARHR046620
AT2G38250	CARHR132840
AT2G12646	CARHR105100
AT3G27320	CARHR148600
AT5G55350	CARHR268690
AT2G40410	CARHR135520
AT5G55820	CARHR269190
AT5G06260	CARHR206960
AT4G19003	CARHR225840
AT1G74870	CARHR068190
AT5G04630	CARHR208660
AT1G74700	CARHR067990
AT2G42370	CARHR137420
AT5G56710	CARHR270460
AT4G01550	CARHR250120
AT1G30970	CARHR030510
AT3G18410	CARHR093770
AT5G20500	CARHR192310
AT5G38430	CARHR214170
AT3G57810	CARHR168140
AT3G14740	CARHR089680
AT1G06490	CARHR006100
AT3G14210	CARHR089110
AT4G15200	CARHR221920
AT3G14960	CARHR089900
AT5G38530	CARHR213930
AT1G07720	CARHR007510
AT3G13772	CARHR088500
AT5G52660	CARHR265650
AT3G13990	CARHR044550
AT1G07725	CARHR007520
AT2G43970	CARHR139140
AT1G04580	CARHR003930
AT3G26590	CARHR147590
AT5G03350	CARHR209990
AT5G03600	CARHR209700
AT3G56740	CARHR166870
AT5G50760	CARHR257570
ATMG01080	CARHR287930
AT2G27820	CARHR120520
AT5G58670	CARHR272580
AT3G26840	CARHR147910
AT1G79080	CARHR072750
AT2G42080	CARHR137160
AT4G39220	CARHR247480
AT5G15200	CARHR198110
AT3G56180	CARHR166330
AT5G65910	CARHR279910
AT4G24350	CARHR231770
AT1G72700	CARHR065620
AT4G28430	CARHR236200
AT4G30240	CARHR238150
AT2G38800	CARHR133510
AT4G24760	CARHR232140
AT2G33610	CARHR127630
AT2G38640	CARHR133310
AT1G09880	CARHR009920
AT1G24260	CARHR026850
AT2G30090	CARHR123390
AT5G19150	CARHR193800
AT1G24267	CARHR026830
AT1G24265	CARHR026840
AT1G50460	CARHR040470
AT1G42480	CARHR292440
AT4G22000	CARHR228810
AT1G80850	CARHR073620
AT2G31270	CARHR124860
AT5G15630	CARHR197690
AT1G41830	CARHR034830
AT5G18200	CARHR194860
AT1G36320	CARHR034980
AT3G62060	CARHR172400
AT2G17580	CARHR107770
AT3G15240	CARHR090220
AT5G22910	CARHR190620
AT1G20925	CARHR021390
AT1G52190	CARHR042330
AT1G20920	CARHR021350
AT4G38970	CARHR247800
AT1G30200	CARHR029230
AT4G04200	CARHR253310
AT3G06035	CARHR080530
AT2G21300	CARHR112170
AT3G48540	CARHR157340
AT1G10220	CARHR010340
AT5G45250	CARHR177110
AT5G24670	CARHR064610
AT2G45350	CARHR140560
AT5G02020	CARHR211340
AT2G26840	CARHR119020
AT4G30020	CARHR237940
AT2G29890	CARHR123120
AT4G35050	CARHR243330
AT4G08950	CARHR259960
AT1G60630	CARHR052310
AT1G01940	CARHR000410
AT4G14050	CARHR220070
AT2G45680	CARHR140900
AT1G08450	CARHR008330
AT5G09850	CARHR203540
AT3G59980	CARHR170300
AT1G66820	CARHR058950
AT5G50240	CARHR258370
AT1G61580	CARHR050810
AT5G46050	CARHR175880
AT1G61850	CARHR050470
AT1G78840	CARHR072420
AT4G32080	CARHR239990
AT4G14210	CARHR220290
AT4G10240	CARHR256620
AT3G26730	CARHR147750
AT3G58580	CARHR168970
AT4G36490	CARHR244790
AT3G01320	CARHR075690
AT1G63980	CARHR047000
AT5G42610	CARHR181780
AT3G17430	CARHR092750
AT3G19430	CARHR094830
AT1G04730	CARHR004120
AT5G63780	CARHR277690
AT5G08320	CARHR204780
AT3G27640	CARHR149060
AT4G23410	CARHR230750
AT1G22950	CARHR023330
AT1G32400	CARHR031820
AT4G38470	CARHR294190
AT4G15390	CARHR222060
AT3G07120	CARHR081720
AT4G39880	CARHR246820
AT1G66670	CARHR058720
AT1G08630	CARHR008540
AT5G23960	CARHR189590
AT2G35350	CARHR129510
AT1G60986	CARHR052060
AT1G19220	CARHR019820
AT1G15760	CARHR016260
AT3G26710	CARHR147730
AT1G60980	CARHR052030
AT2G28940	CARHR122110
AT3G43590	CARHR287360
AT2G34340	CARHR128400
AT1G14140	CARHR014530
AT4G12670	CARHR218000
AT1G14410	CARHR014850
AT1G75890	CARHR069440
AT3G23610	CARHR099540
AT5G49550	CARHR287980
AT4G00120	CARHR248170
AT5G49880	CARHR258850
AT1G42560	CARHR035200
AT3G16470	CARHR091680
AT2G35110	CARHR129260
AT3G48810	CARHR157620
AT2G05790	CARHR103380
AT5G06150	CARHR206860
AT2G37600	CARHR131970
AT4G27450	CARHR235130
AT1G66580	CARHR062810
AT3G57220	CARHR167400
AT3G45280	CARHR150610
AT5G27420	CARHR186030
AT4G15290	CARHR222020
AT3G52170	CARHR161930
AT3G52400	CARHR162170
AT3G43860	CARHR154110
AT2G15980	CARHR106300
AT2G39380	CARHR134230
AT5G59830	CARHR273410
AT4G34250	CARHR242540
AT3G49140	CARHR157980
AT1G56190	CARHR045960
AT3G49142	CARHR158000
AT1G56440	CARHR055170
AT1G25350	CARHR026140
AT2G28050	CARHR120730
AT5G11150	CARHR202150
AT3G52520	CARHR162280
AT3G27290	CARHR148570
AT3G51360	CARHR160950
AT4G36350	CARHR244690
AT5G58500	CARHR272330
AT2G22540	CARHR113740
AT5G53180	CARHR266250
AT2G22010	CARHR113090
AT5G60490	CARHR274160
AT5G65170	CARHR279090
AT1G03540	CARHR002900
AT4G24990	CARHR232380
AT5G52820	CARHR265750
AT2G47680	CARHR143070
AT5G25350	CARHR188070
AT4G17520	CARHR224220
AT3G29240	CARHR153900
AT3G07780	CARHR082490
AT3G08570	CARHR082870
AT3G45750	CARHR149910
AT5G23212	CARHR190320
AT1G05060	CARHR004510
AT2G45820	CARHR141090
AT3G52525	CARHR162290
AT5G57240	CARHR271040
AT5G65520	CARHR279500
AT2G35760	CARHR130000
AT4G19670	CARHR226490
AT4G21320	CARHR227890
AT3G59060	CARHR169480
AT5G06620	CARHR206580
AT1G01760	CARHR000560
AT5G39520	CARHR262810
AT5G09320	CARHR204080
AT1G56220	CARHR289760
AT5G58470	CARHR272300
AT5G67240	CARHR280390
AT3G22690	CARHR098570
AT5G41000	CARHR213380
AT5G61865	CARHR275630
AT1G32200	CARHR031570
AT4G00430	CARHR248520
AT5G60380	CARHR274050
AT4G20850	CARHR227400
AT2G40300	CARHR135380
AT4G25220	CARHR232620
AT2G39470	CARHR134340
AT3G50580	CARHR160090
AT5G01020	CARHR212380
AT1G66850	CARHR058970
AT3G60240	CARHR170550
AT3G28670	CARHR286650
AT5G15430	CARHR197890
AT2G48150	CARHR143540
AT1G17190	CARHR017770
AT3G24340	CARHR100440
AT5G04970	CARHR208290
AT1G44120	CARHR035810
AT5G45170	CARHR177360
AT5G45260	CARHR177100
AT3G22960	CARHR098900
AT1G12810	CARHR013130
AT4G38510	CARHR294240
AT1G62350	CARHR049570
AT3G04780	CARHR079030
AT1G67180	CARHR059630
AT1G78915	CARHR072510
AT5G57320	CARHR271110
AT1G49620	CARHR039660
AT1G78910	CARHR072500
AT1G77720	CARHR071230
AT1G18310	CARHR018880
AT2G41950	CARHR137070
AT5G55100	CARHR268440
AT3G47670	CARHR156350
AT5G05240	CARHR207990
AT1G17330	CARHR017920
AT3G24520	CARHR100660
AT1G17440	CARHR018030
AT5G24810	CARHR188650
AT4G03390	CARHR251780
AT4G30220	CARHR238130
AT3G51580	CARHR161170
AT1G28440	CARHR027940
AT5G44410	CARHR178650
AT1G28110	CARHR027580
AT4G17740	CARHR224460
ATCG01270	CARHR282550
AT2G31910	CARHR125620
AT5G18850	CARHR194160
AT2G26570	CARHR115260
AT5G48030	CARHR184280
AT2G26200	CARHR115020
AT3G26070	CARHR147060
AT1G27910	CARHR027340
AT1G02230	CARHR001520
AT4G14030	CARHR220040
AT4G01810	CARHR249790
AT1G50120	CARHR040180
AT4G16210	CARHR222590
AT1G29860	CARHR029580
AT1G49950	CARHR039980
AT1G49480	CARHR039490
AT3G05250	CARHR079590
AT1G55750	CARHR045410
AT1G64980	CARHR056380
AT1G64630	CARHR046270
AT4G29060	CARHR236800
AT5G65710	CARHR279700
AT5G48620	CARHR183400
AT4G28220	CARHR235930
AT5G58080	CARHR271890
AT1G57600	CARHR054720
AT4G33520	CARHR241620
AT5G61450	CARHR275210
AT5G45880	CARHR176080
AT1G65580	CARHR057310
AT1G34200	CARHR033710
AT5G64060	CARHR277970
AT1G51610	CARHR041760
AT2G46225	CARHR141510
AT2G46220	CARHR141490
AT4G24570	CARHR231970
AT3G09040	CARHR083400
AT1G67720	CARHR060310
AT3G54930	CARHR164910
AT4G39470	CARHR247260
AT2G23820	CARHR184850
AT1G68980	CARHR061860
AT4G32500	CARHR240420
AT2G16370	CARHR106610
AT4G37750	CARHR246140
AT5G62840	CARHR276620
AT3G20190	CARHR095780
AT1G68760	CARHR061580
AT2G34980	CARHR129140
AT3G58000	CARHR168320
AT2G16730	CARHR106990
AT5G45500	CARHR176530
AT1G31780	CARHR031080
AT5G44300	CARHR178890
AT4G26260	CARHR233810
AT1G64185	CARHR046740
AT4G26590	CARHR234170
AT3G15970	CARHR091100
AT3G05430	CARHR079770
AT3G21820	CARHR097810
AT5G44280	CARHR178920
AT4G16146	CARHR222500
AT1G30560	CARHR030010
AT3G57400	CARHR167600
AT3G06200	CARHR080720
AT3G53580	CARHR163490
AT2G38230	CARHR132820
AT4G21060	CARHR227640
AT2G30690	CARHR124180
AT5G54500	CARHR267780
AT1G10417	CARHR010560
AT4G12350	CARHR253890
AT2G48075	CARHR143470
AT4G12970	CARHR218280
AT4G24680	CARHR232060
AT1G10410	CARHR010550
AT4G19840	CARHR226610
AT1G68185	CARHR060870
AT1G21730	CARHR022110
AT2G26670	CARHR118570
AT4G02370	CARHR250560
AT1G06800	CARHR006500
AT1G68180	CARHR060860
AT3G21390	CARHR097360
AT3G20330	CARHR095980
AT3G20440	CARHR096150
ATMG00110	CARHR282640
AT1G16310	CARHR016780
AT1G26120	CARHR025800
AT5G20120	CARHR192710
AT5G48880	CARHR182840
AT4G39420	CARHR247290
AT3G13560	CARHR088230
AT1G75640	CARHR069040
AT1G29240	CARHR028530
AT2G37180	CARHR131690
AT1G11890	CARHR012210
AT3G28340	CARHR292630
AT1G31120	CARHR030600
AT5G03030	CARHR210290
AT3G19950	CARHR095480
AT5G13780	CARHR199660
AT5G13830	CARHR199600
AT5G52960	CARHR265930
AT1G71980	CARHR064800
AT3G27870	CARHR149380
AT5G04560	CARHR208710
AT2G35160	CARHR129320
AT4G10080	CARHR261100
AT5G54760	CARHR268100
AT1G55475	CARHR045140
AT4G01910	CARHR250390
AT4G27340	CARHR234990
AT1G08845	CARHR008770
AT5G20940	CARHR191900
AT4G04950	CARHR252590
AT1G08840	CARHR008760
AT3G58830	CARHR169230
AT5G42300	CARHR284900
AT2G34570	CARHR128660
AT4G13992	CARHR175500
AT2G20850	CARHR111580
AT4G13990	CARHR219960
AT2G20320	CARHR110850
AT2G39855	CARHR134770
AT4G19730	CARHR226540
AT4G29930	CARHR237850
AT1G53100	CARHR043320
AT4G27880	CARHR235580
AT4G18250	CARHR225010
AT2G37980	CARHR132540
AT1G11090	CARHR011280
AT1G35910	CARHR034650
AT2G41945	CARHR137050
AT5G15400	CARHR197910
AT4G17695	CARHR224420
AT4G34590	CARHR242810
AT5G01550	CARHR211910
AT4G33900	CARHR083760
AT2G21320	CARHR112180
AT1G57610	CARHR054670
AT2G32750	CARHR126640
AT2G17350	CARHR107480
AT5G34850	CARHR286870
AT5G22020	CARHR191510
AT3G59830	CARHR170170
AT4G16566	CARHR223050
AT1G51745	CARHR041900
AT4G39410	CARHR247300
AT4G38650	CARHR294370
AT3G48480	CARHR157240
AT2G30660	CARHR124150
AT1G65450	CARHR057110
AT2G35290	CARHR129440
AT1G21190	CARHR021640
AT3G52360	CARHR162120
AT5G43810	CARHR179680
AT1G19690	CARHR020210
AT3G59845	CARHR170190
AT3G52450	CARHR162220
AT3G13380	CARHR087990
AT1G70580	CARHR063790
AT5G02950	CARHR210340
AT5G58090	CARHR271910
AT2G39580	CARHR134450
AT1G51740	CARHR041910
AT5G39840	CARHR262390
AT4G25760	CARHR233210
AT2G40970	CARHR136080
AT1G69270	CARHR062140
AT2G25320	CARHR116200
AT1G54990	CARHR284430
AT3G03070	CARHR077080
AT2G18800	CARHR109390
AT1G11320	CARHR011570
AT1G20020	CARHR020500
AT1G74110	CARHR067270
AT2G42410	CARHR137470
AT1G04120	CARHR003470
AT5G22790	CARHR190810
AT5G22791	CARHR190780
AT4G34040	CARHR242180
AT3G18600	CARHR093970
AT3G61770	CARHR172100
AT1G30220	CARHR029210
AT4G04695	CARHR252860
AT3G12160	CARHR086740
AT1G79340	CARHR073000
AT1G72980	CARHR065950
AT1G11330	CARHR011580
AT1G72450	CARHR065390
AT1G01570	CARHR000790
AT4G40020	CARHR246650
AT2G05230	CARHR103060
AT5G37340	CARHR215770
AT5G37830	CARHR214920
AT2G30920	CARHR124420
AT4G19460	CARHR226250
AT4G24460	CARHR231850
AT1G70630	CARHR063860
AT5G58880	CARHR272820
AT2G15860	CARHR106200
AT1G53570	CARHR043820
AT5G52980	CARHR265970
AT3G02070	CARHR074850
AT1G25290	CARHR026230
AT3G17609	CARHR092920
AT5G41550	CARHR287600
AT3G61530	CARHR107270
AT3G02320	CARHR076300
AT3G02450	CARHR076420
AT4G00335	CARHR248420
AT5G05860	CARHR207360
AT1G14310	CARHR014730
AT5G04760	CARHR208520
AT5G14750	CARHR198560
AT1G47270	CARHR036820
AT1G47271	CARHR036830
AT1G73850	CARHR066950
AT1G73580	CARHR066600
AT3G48150	CARHR156870
AT2G26410	CARHR118390
AT1G47278	CARHR036850
AT1G74260	CARHR067520
AT2G32800	CARHR126740
AT5G16610	CARHR196610
AT3G17250	CARHR092520
AT3G51390	CARHR160990
AT1G43080	CARHR135390
AT1G72670	CARHR065590
AT1G48050	CARHR037700
AT1G21500	CARHR021860
AT2G39320	CARHR102960
AT1G15950	CARHR016460
AT3G51420	CARHR161020
AT3G22750	CARHR098600
AT5G18070	CARHR195050
AT2G01510	CARHR144070
AT3G60520	CARHR170920
AT2G45330	CARHR140540
AT3G62370	CARHR172700
AT3G44340	CARHR104530
AT3G54110	CARHR163990
AT3G44830	CARHR151210
AT1G50900	CARHR040950
AT3G09735	CARHR084160
AT1G77000	CARHR070540
AT2G31130	CARHR124710
AT4G07960	CARHR259210
AT1G18070	CARHR018650
AT3G55320	CARHR165300
AT5G51190	CARHR256830
AT5G43380	CARHR180230
AT1G67260	CARHR059730
AT5G26280	CARHR187100
AT5G26920	CARHR186650
AT5G50830	CARHR257420
AT3G19630	CARHR095090
AT4G33360	CARHR241410
AT2G21530	CARHR112460
AT4G11670	CARHR254700
AT1G73730	CARHR066800
AT3G54530	CARHR164420
AT2G14110	CARHR104200
AT1G33520	CARHR032960
AT1G59640	CARHR053600
AT5G67380	CARHR280230
AT5G63600	CARHR277480
AT4G40090	CARHR246520
AT3G07930	CARHR082660,CARHR082670
AT5G67385	CARHR280220
AT1G32928	CARHR032250
AT2G43050	CARHR138120
AT5G59050	CARHR285570
AT4G16550	CARHR223030
AT4G31410	CARHR239290
AT1G32690	CARHR032080
AT1G32920	CARHR032240
AT2G15240	CARHR105630
AT4G32690	CARHR240670
AT1G02000	CARHR000360
AT5G28470	CARHR185120
AT5G24560	CARHR188890
AT5G24290	CARHR189210
AT4G21390	CARHR227990
AT5G49940	CARHR258780
AT1G26670	CARHR025290
AT5G38360	CARHR214230
AT2G27240	CARHR119740
AT5G49945	CARHR258770
AT3G12830	CARHR087360
AT1G72030	CARHR064850
AT5G05950	CARHR207270
AT1G70130	CARHR063220
AT3G46880	CARHR155500
AT1G73090	CARHR066060
AT1G52220	CARHR042350
AT4G23330	CARHR230670
AT3G27430	CARHR148800
AT1G22740	CARHR023100
AT2G40150	CARHR135170
AT3G06620	CARHR081160
AT3G03490	CARHR077510
AT3G03320	CARHR077360
AT3G07660	CARHR082360
AT5G54880	CARHR268220
AT4G23620	CARHR230980
AT4G08150	CARHR259260
AT1G72180	CARHR065040
AT3G25460	CARHR084920
AT4G11900	CARHR254380
AT4G11450	CARHR255100
AT1G05385	CARHR004900
AT1G13330	CARHR013710
AT1G32070	CARHR031420
AT3G04310	CARHR078490
AT1G12310	CARHR012610
AT3G04860	CARHR079130
AT1G62720	CARHR049120
AT1G67530	CARHR060100
AT2G01913	CARHR144510
AT2G01910	CARHR144500
AT1G35250	CARHR286260
AT2G44670	CARHR139880
AT1G07310	CARHR007040
AT3G23400	CARHR099370
AT3G58630	CARHR169020
AT1G65850	CARHR106050
AT5G51910	CARHR264840
AT3G46080	CARHR154440
AT3G23150	CARHR099080
AT1G76350	CARHR069900
AT3G17350	CARHR092670
AT1G76600	CARHR070160
AT1G09155	CARHR009080
AT5G14970	CARHR198340
AT5G35390	CARHR217410
AT1G05660	CARHR005170
AT3G10030	CARHR084530
AT3G59650	CARHR170020
AT5G56320	CARHR269720
AT5G05030	CARHR208240
AT3G24750	CARHR101080
AT1G17830	CARHR018440
AT3G03140	CARHR077160
AT1G48940	CARHR038940
AT1G48230	CARHR037860
AT1G74320	CARHR067580
AT3G01800	CARHR075130
AT2G37540	CARHR132070
AT3G25805	CARHR146720
AT5G57230	CARHR271020
AT3G20830	CARHR096700
AT3G25800	CARHR146710
AT1G29470	CARHR028840
AT1G73110	CARHR066080
AT1G49540	CARHR039570
AT1G31380	CARHR030850
AT1G49010	CARHR039050
AT5G45710	CARHR176260
AT1G59860	CARHR053220
AT2G22200	CARHR113390
AT5G60800	CARHR274480
AT3G62980	CARHR173270
AT5G22830	CARHR190740
AT2G32235	CARHR126020
AT2G47090	CARHR142470
AT4G37260	CARHR245660
ATMG00480	CARHR282860
AT1G09250	CARHR009230
AT2G22750	CARHR114030
AT5G53220	CARHR266290
AT2G19570	CARHR110010
AT5G25160	CARHR188330
AT5G18660	CARHR194360
AT1G51420	CARHR041600
AT1G27100	CARHR024800
AT2G35930	CARHR130190
AT5G40320	CARHR261780
AT1G63220	CARHR048260
AT3G59050	CARHR169460
AT4G25530	CARHR232940
AT4G00320	CARHR212740
AT2G21950	CARHR113030
AT5G43760	CARHR179720
AT5G24090	CARHR189500
AT2G40810	CARHR135920
AT4G27500	CARHR235180
AT2G46410	CARHR141690
AT1G70640	CARHR063870
AT4G12420	CARHR253780
AT5G21910	CARHR191630
AT4G32990	CARHR241000
AT5G48180	CARHR053730
AT4G29540	CARHR237370
AT4G26670	CARHR234270
AT3G51260	CARHR160840
AT4G17080	CARHR223660
AT1G11660	CARHR011970
AT2G32580	CARHR126430
AT3G01090	CARHR075950
AT3G50930	CARHR153680
AT5G13310	CARHR200130
AT3G60720	CARHR171100
AT1G03060	CARHR002410
AT5G55590	CARHR268900
AT4G33020	CARHR241030
AT2G47320	CARHR142710
AT1G13800	CARHR014190
AT4G21900	CARHR228680
AT4G21270	CARHR227850
AT3G06600	CARHR081140
AT1G27040	CARHR024880
AT3G61170	CARHR171460
AT1G54360	CARHR046040
AT5G65380	CARHR279350
AT1G74930	CARHR068250
AT2G03510	CARHR145860
AT5G59450	CARHR285820
AT1G06650	CARHR006340
AT3G59540	CARHR169940
AT3G10405	CARHR084890
AT4G12100	CARHR254120
AT5G02240	CARHR211130
AT3G24620	CARHR100930
AT4G12030	CARHR254200
AT3G10250	CARHR084730
AT1G07290	CARHR007010
AT5G41140	CARHR213230
AT1G07520	CARHR007290
AT3G21530	CARHR097480
AT1G07830	CARHR007640
AT1G75180	CARHR068510
AT1G23900	CARHR024300
AT1G70350	CARHR063530
AT1G78160	CARHR071620
AT1G54410	CARHR055510
AT5G48730	CARHR183130
AT3G57070	CARHR167270
AT1G64370	CARHR046570
AT5G23980	CARHR189580
AT5G55370	CARHR268710
AT1G08380	CARHR008270
AT1G11400	CARHR011640
AT2G20790	CARHR111460
AT1G79570	CARHR073230
AT5G47060	CARHR174340
AT5G10840	CARHR202440
AT2G42310	CARHR137350
AT5G47810	CARHR066190
AT2G24690	CARHR117160
AT3G58130	CARHR168490
AT5G28080	CARHR185010
AT3G14230	CARHR089150
AT1G28300	CARHR027790
AT5G40890	CARHR213540
AT2G33180	CARHR127160
AT1G04390	CARHR003720
AT4G39560	CARHR247160
AT3G63530	CARHR291440
AT1G59620	CARHR283710
AT3G14720	CARHR089660
AT2G03430	CARHR145770
AT1G80360	CARHR074150
AT4G04860	CARHR252710
AT5G06070	CARHR206770
AT2G36910	CARHR131390
AT5G62430	CARHR276230
AT5G02520	CARHR210840
AT1G07745	CARHR007550
AT1G07740	CARHR007530
AT2G38370	CARHR132980
AT2G27800	CARHR120500
AT5G07300	CARHR205850
AT2G07669	CARHR283180
AT3G26860	CARHR147930
AT1G78290	CARHR071760
AT5G03370	CARHR209960
AT1G52420	CARHR042560
AT5G24130	CARHR189450
AT3G63420	CARHR291560
AT1G65390	CARHR177520
AT4G28140	CARHR235850
AT5G62230	CARHR276010
AT4G28410	CARHR236180
AT1G74580	CARHR067850
AT4G08570	CARHR259630
AT4G24740	CARHR232110
AT3G25100	CARHR101430
AT2G38660	CARHR133330
AT1G34430	CARHR033860
AT3G28500	CARHR286820
AT2G29525	CARHR122850
AT4G37890	CARHR246280
AT1G68040	CARHR060700
AT5G06140	CARHR206850
AT5G65360	CARHR279320
AT5G12370	CARHR200740
AT5G06780	CARHR206400
AT5G10970	CARHR202320
AT1G50480	CARHR040480
AT2G32830	CARHR126780
AT5G13760	CARHR199680
AT3G51020	CARHR160600
AT4G37925	CARHR246340
AT4G37250	CARHR245640
AT4G37920	CARHR246330
AT3G16810	CARHR092060
AT3G49970	CARHR159050
AT1G20900	CARHR021330
AT4G38950	CARHR247820
AT3G55510	CARHR165560
AT5G48520	CARHR183510
AT5G45400	CARHR176670
AT1G47640	CARHR037270
AT5G57050	CARHR270810
AT5G23250	CARHR190290
AT1G10750	CARHR010970
AT5G42800	CARHR181470
AT1G10200	CARHR010300
AT3G53770	CARHR163660
AT2G38330	CARHR132950
AT1G65020	CARHR056470
AT5G12190	CARHR200930
AT2G14690	CARHR286410
AT4G30590	CARHR238460
AT1G17380	CARHR017980
AT1G01960	CARHR000390
AT3G21170	CARHR097030
AT2G06925	CARHR103900
AT1G24020	CARHR024320
AT1G08430	CARHR008310
AT1G21050	CARHR021490
AT5G15340	CARHR197950
AT5G52570	CARHR265570
AT5G37640	CARHR084240
AT5G11310	CARHR201960
AT1G60610	CARHR052360
AT2G43400	CARHR138470
AT1G75450	CARHR068850
AT2G43950	CARHR139130
AT3G17450	CARHR092770
AT5G09830	CARHR203570
AT4G10260	CARHR256600
AT5G22580	CARHR190970
AT3G14620	CARHR089600
AT2G17650	CARHR107880
AT5G46070	CARHR175860
AT5G57940	CARHR271720
AT1G04240	CARHR003570
AT3G62610	CARHR172880
AT1G04710	CARHR004100
AT3G62340	CARHR172680
AT3G54200	CARHR164120
AT4G14230	CARHR220350
AT2G40815	CARHR135930
AT4G23430	CARHR230760
AT1G22970	CARHR023350
AT5G49230	CARHR182410
AT5G12990	CARHR200470
AT5G08305	CARHR204820
AT1G68450	CARHR061230
AT5G08300	CARHR204830
AT1G51990	CARHR006410
AT3G25250	CARHR101610
AT1G72860	CARHR065850
AT2G35330	CARHR129480
AT5G12200	CARHR200920
AT1G19200	CARHR019800
AT3G52790	CARHR162670
AT1G60470	CARHR052560
AT1G71490	CARHR291190
AT4G31170	CARHR239080
AT5G03970	CARHR209310
AT4G33905	CARHR241990
AT2G39130	CARHR133890
AT5G15610	CARHR197710
AT2G28690	CARHR121800
AT5G18260	CARHR194800
AT2G28920	CARHR122090
AT2G40570	CARHR135670
AT3G16490	CARHR091700
AT1G14120	CARHR014510
AT3G16030	CARHR091190
AT2G37660	CARHR131920
AT5G63820	CARHR289130
AT1G42540	CARHR035140
AT3G03790	CARHR077860
ATMG00670	CARHR283030
AT3G48830	CARHR157650
AT3G25780	CARHR146680
AT5G27150	CARHR185790
AT2G39310	CARHR101960
AT2G20050	CARHR110520
AT4G14330	CARHR220530
AT1G01290	CARHR001180
AT3G49610	CARHR217360
AT2G04430	CARHR102300
AT1G56420	CARHR055230
AT1G56423	CARHR055200
AT5G43600	CARHR006240
AT2G28070	CARHR120780
AT2G41140	CARHR136230
AT5G02000	CARHR212350
AT1G78750	CARHR072270
AT4G31310	CARHR239180
AT4G10390	CARHR256240
AT3G02840	CARHR076850
AT4G01560	CARHR250110
AT1G25375	CARHR026110
AT5G08690	CARHR256110
AT1G02920	CARHR002270
AT1G25370	CARHR026120
AT5G25800	CARHR187620
AT5G25370	CARHR188090
AT3G62110	CARHR172450
AT2G24970	CARHR116750
AT5G19120	CARHR193830
AT3G08550	CARHR082850
AT4G17870	CARHR224590
AT3G45770	CARHR149900
AT5G20520	CARHR192290
AT1G03520	CARHR002880
AT5G19151	CARHR193790
AT2G45800	CARHR141070
AT2G35740	CARHR129990
AT4G11020	CARHR255590
AT5G47380	CARHR174000
AT1G64140	CARHR046800
AT4G01850	CARHR249810
AT1G01030	CARHR001480
AT5G47590	CARHR173760
AT1G01740	CARHR000580
